SO_0001,{'GO_0010181'}
SO_3649,"{'GO_0008150', 'GO_0005525', 'GO_0003924', 'GO_0017111', 'GO_0042254', 'GO_0016787', 'GO_0046872', 'GO_0005737', 'GO_0000287'}"
SO_3651,"{'GO_0022625', 'GO_0003735', 'GO_0006412', 'GO_0005840', 'GO_1990904'}"
SO_3652,"{'GO_0019843', 'GO_0043229', 'GO_0003735', 'GO_0006412', 'GO_0005840', 'GO_0005737', 'GO_0003723', 'GO_1990904'}"
SO_3653,"{'GO_0016740', 'GO_0008299', 'GO_0004659'}"
SO_3654,"{'GO_0006284', 'GO_0006281', 'GO_0004844', 'GO_0097510', 'GO_0005737', 'GO_0016787'}"
SO_3655,{'GO_0016020'}
SO_3656,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3657,"{'GO_0006865', 'GO_0015171', 'GO_0005886', 'GO_0016020', 'GO_0003333'}"
SO_3659,{'GO_0016020'}
SO_3660,"{'GO_0006355', 'GO_0043565', 'GO_0003677', 'GO_0016887', 'GO_0005524'}"
SO_3662,"{'GO_0046872', 'GO_0051539', 'GO_0016020', 'GO_0005737'}"
SO_3664,"{'GO_0016020', 'GO_0001676', 'GO_0004467', 'GO_0016874'}"
SO_3665,"{'GO_0055085', 'GO_0140359', 'GO_0006869', 'GO_0016887', 'GO_0016020', 'GO_0005524', 'GO_0034040'}"
SO_3667,"{'GO_0008150', 'GO_0003674', 'GO_0016627', 'GO_0070967', 'GO_0005575'}"
SO_3668,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3669,"{'GO_0044718', 'GO_0055085', 'GO_0015886', 'GO_0019867', 'GO_0015344', 'GO_0009279', 'GO_0033214', 'GO_0015232'}"
SO_3670,"{'GO_0031992', 'GO_0055085', 'GO_0015031', 'GO_0005886', 'GO_0003674', 'GO_0098797'}"
SO_3671,"{'GO_0005886', 'GO_0017038', 'GO_0016020', 'GO_0015031'}"
SO_3672,"{'GO_0055085', 'GO_0015031', 'GO_0022857', 'GO_0005886', 'GO_0016020'}"
SO_3674,"{'GO_0055085', 'GO_0022857', 'GO_0005886', 'GO_0033214', 'GO_0016020'}"
SO_3675,"{'GO_0005886', 'GO_0016887', 'GO_0005524'}"
SO_3676,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_3677,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3678,"{'GO_0008150', 'GO_0003674', 'GO_0005737', 'GO_0005575'}"
SO_3679,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3682,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3683,"{'GO_0006081', 'GO_0016491', 'GO_0016620', 'GO_0005737', 'GO_0004029'}"
SO_3684,{'GO_0003677'}
SO_3685,"{'GO_0005886', 'GO_0003674', 'GO_0030288'}"
SO_3686,{'GO_0003674'}
SO_3687,{'GO_0003674'}
SO_3688,"{'GO_0007165', 'GO_0000160', 'GO_0004673', 'GO_0000155', 'GO_0016301', 'GO_0016020'}"
SO_3689,"{'GO_0000160', 'GO_0003677', 'GO_0043565', 'GO_0006355', 'GO_0016887', 'GO_0005524'}"
SO_3690,"{'GO_0005886', 'GO_0016020', 'GO_0055085', 'GO_0022857'}"
SO_3691,"{'GO_0005886', 'GO_0016020', 'GO_0055085', 'GO_0022857'}"
SO_3692,"{'GO_0055085', 'GO_0022857', 'GO_0005886', 'GO_0016887', 'GO_0005524'}"
SO_3693,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_3694,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_3695,"{'GO_0004151', 'GO_0019856', 'GO_0006221', 'GO_0006207', 'GO_0016787', 'GO_0046872', 'GO_0044205', 'GO_0005829', 'GO_0005737', 'GO_0008270'}"
SO_3696,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3697,"{'GO_0008150', 'GO_0003674'}"
SO_3698,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3700,"{'GO_0052621', 'GO_0043709', 'GO_1902201', 'GO_0005886', 'GO_0016020'}"
SO_3701,"{'GO_0008150', 'GO_0003674', 'GO_0004040', 'GO_0016798'}"
SO_3704,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3705,"{'GO_0008930', 'GO_0008782', 'GO_0009116', 'GO_0019284', 'GO_0003824', 'GO_0016798', 'GO_0005829'}"
SO_3706,"{'GO_0015293', 'GO_0005337', 'GO_0005886', 'GO_1901642', 'GO_0016020'}"
SO_3708,"{'GO_0008150', 'GO_0003674', 'GO_0016020'}"
SO_3711,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3713,"{'GO_0008150', 'GO_0003674'}"
SO_3714,"{'GO_0008150', 'GO_0030288', 'GO_0042597', 'GO_0030246'}"
SO_3715,"{'GO_0004155', 'GO_0016491', 'GO_0046256', 'GO_0046857', 'GO_0005829'}"
SO_3716,{'GO_0008150'}
SO_3718,{'GO_0016491'}
SO_3719,"{'GO_0008150', 'GO_0005886', 'GO_0003674', 'GO_0022904', 'GO_0071944', 'GO_0016020', 'GO_0009055', 'GO_0005575'}"
SO_3720,"{'GO_0008150', 'GO_0006783', 'GO_0006782', 'GO_0005886', 'GO_0003674', 'GO_0010181', 'GO_0016491', 'GO_0070819', 'GO_0006779', 'GO_0004729', 'GO_0000166', 'GO_0005575'}"
SO_3722,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3723,"{'GO_0004020', 'GO_0000103', 'GO_0070814', 'GO_0016301', 'GO_0005524'}"
SO_3726,"{'GO_0005525', 'GO_0003924', 'GO_0016779', 'GO_0006790', 'GO_0004781', 'GO_0000103', 'GO_0070814', 'GO_0005524'}"
SO_3727,"{'GO_0016779', 'GO_0004781', 'GO_0000103', 'GO_0070814', 'GO_0005524'}"
SO_3728,"{'GO_0019354', 'GO_0008168', 'GO_0032259', 'GO_0006779', 'GO_0004851'}"
SO_3731,"{'GO_0008150', 'GO_0006508', 'GO_0003674', 'GO_0008236', 'GO_0005575'}"
SO_3733,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3735,"{'GO_0008360', 'GO_0005886', 'GO_0008955', 'GO_0009252', 'GO_0016757', 'GO_0016763', 'GO_0071555', 'GO_0009274', 'GO_0016020'}"
SO_3736,"{'GO_0004604', 'GO_0019379', 'GO_0016491', 'GO_0070814', 'GO_0005737'}"
SO_3737,"{'GO_0051539', 'GO_0009337', 'GO_0016002', 'GO_0004783', 'GO_0008652', 'GO_0019344', 'GO_0000103', 'GO_0016491', 'GO_0070814', 'GO_0050311', 'GO_0020037', 'GO_0046872', 'GO_0050661'}"
SO_3738,"{'GO_0004783', 'GO_0050660', 'GO_0019344', 'GO_0000103', 'GO_0010181', 'GO_0016491', 'GO_0070814', 'GO_0005829'}"
SO_3740,"{'GO_0008750', 'GO_0006740', 'GO_0005886', 'GO_0050661', 'GO_0016491', 'GO_1902600', 'GO_0000166'}"
SO_3741,"{'GO_0008750', 'GO_0005886', 'GO_0016491', 'GO_1902600', 'GO_0050661', 'GO_0016020'}"
SO_3743,{'GO_0003677'}
SO_3744,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3745,"{'GO_0016773', 'GO_0016779', 'GO_0097171', 'GO_0009058', 'GO_0033786', 'GO_0046835', 'GO_0005975', 'GO_0016301', 'GO_0005829', 'GO_0033785', 'GO_0005524', 'GO_0016772'}"
SO_3746,"{'GO_0009245', 'GO_0009103', 'GO_0009247', 'GO_0036104', 'GO_0016740', 'GO_0005886', 'GO_0016020', 'GO_0016746'}"
SO_3747,"{'GO_0071805', 'GO_0015386', 'GO_0006813', 'GO_0050660', 'GO_0005886', 'GO_0015297', 'GO_0006884', 'GO_1902600', 'GO_0016020'}"
SO_3748,"{'GO_0008150', 'GO_0071972', 'GO_0008360', 'GO_0000270', 'GO_0016740', 'GO_0042597', 'GO_0003674', 'GO_0009252', 'GO_0071555', 'GO_0016787', 'GO_0018104', 'GO_0004180'}"
SO_3749,"{'GO_0008150', 'GO_0016788', 'GO_0008777', 'GO_0003674', 'GO_0016787', 'GO_0046872', 'GO_0005575'}"
SO_3750,"{'GO_0046872', 'GO_0006508', 'GO_0008237'}"
SO_3752,"{'GO_0032196', 'GO_0004803', 'GO_0006313', 'GO_0003677', 'GO_0006310'}"
SO_3756,"{'GO_0008150', 'GO_0032153', 'GO_0003674', 'GO_0051301', 'GO_0005737', 'GO_0016887', 'GO_0005524', 'GO_0005575'}"
SO_3757,"{'GO_0003700', 'GO_0000976', 'GO_0006355'}"
SO_3758,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_3759,"{'GO_0008150', 'GO_0003674', 'GO_0052621', 'GO_0016779'}"
SO_3760,"{'GO_0016779', 'GO_0008882', 'GO_0000820', 'GO_0047388', 'GO_0005829', 'GO_0000287', 'GO_0005524'}"
SO_3761,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3762,"{'GO_0008150', 'GO_0005886', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_3763,"{'GO_0016740', 'GO_0005886', 'GO_0003674', 'GO_0003824', 'GO_0006596', 'GO_0004766', 'GO_0008295'}"
SO_3764,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3765,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3766,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3767,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3768,"{'GO_0071805', 'GO_0055085', 'GO_0006811', 'GO_0005267', 'GO_0016020', 'GO_0005216'}"
SO_3769,"{'GO_0008150', 'GO_0016829', 'GO_0004016', 'GO_0003674', 'GO_0046872', 'GO_0050355', 'GO_0005575'}"
SO_3770,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3771,"{'GO_0006817', 'GO_0055085', 'GO_0035435', 'GO_0005315', 'GO_0016020'}"
SO_3772,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_3774,"{'GO_0004657', 'GO_0003842', 'GO_0006561', 'GO_0009898', 'GO_0006560', 'GO_0016491', 'GO_0003677', 'GO_0006355', 'GO_0006562', 'GO_0010133', 'GO_0003700'}"
SO_3775,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3776,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_3777,"{'GO_0008150', 'GO_0003674', 'GO_0003677', 'GO_0005575'}"
SO_3778,"{'GO_0004016', 'GO_0016829'}"
SO_3779,"{'GO_0033228', 'GO_0005886', 'GO_0140359', 'GO_0042626', 'GO_0016887', 'GO_0016020', 'GO_0045454', 'GO_0005524', 'GO_0034775'}"
SO_3780,"{'GO_0055085', 'GO_0140359', 'GO_0006869', 'GO_0016887', 'GO_0016020', 'GO_0042883', 'GO_0005524', 'GO_0034040'}"
SO_3781,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_3782,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3783,"{'GO_0003676', 'GO_0005829', 'GO_0004386', 'GO_0042254', 'GO_0003724', 'GO_0016787', 'GO_0042255', 'GO_0016887', 'GO_0005737', 'GO_0005524'}"
SO_3786,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3787,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3789,"{'GO_0008150', 'GO_0030170', 'GO_0006534', 'GO_0016740', 'GO_0005737', 'GO_0031071'}"
SO_3790,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3791,"{'GO_0016805', 'GO_0006508', 'GO_0070573'}"
SO_3792,"{'GO_0008150', 'GO_0006302', 'GO_0000731', 'GO_0003674', 'GO_0016887', 'GO_0005524', 'GO_0005575'}"
SO_3793,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3794,"{'GO_0008150', 'GO_0003674'}"
SO_3795,"{'GO_0008150', 'GO_0004175', 'GO_0004222', 'GO_0016485', 'GO_0003674', 'GO_0080120', 'GO_0071586', 'GO_0016020', 'GO_0005575'}"
SO_3796,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3797,{'GO_0016787'}
SO_3798,"{'GO_0016853', 'GO_0140098', 'GO_0001522', 'GO_0160151', 'GO_0160142', 'GO_0009982', 'GO_0006396', 'GO_0000455', 'GO_0003723'}"
SO_3799,"{'GO_0003677', 'GO_0043565'}"
SO_3800,"{'GO_0006508', 'GO_0008236', 'GO_0004252', 'GO_0005509', 'GO_0016020'}"
SO_3801,"{'GO_0055085', 'GO_0005886', 'GO_0140359', 'GO_0043190', 'GO_0016020'}"
SO_3802,"{'GO_0016887', 'GO_0005524'}"
SO_3803,"{'GO_0004422', 'GO_0006166', 'GO_0032264', 'GO_0032263', 'GO_0016757', 'GO_0046100', 'GO_0052657', 'GO_0046872', 'GO_0005737', 'GO_0000166', 'GO_0006178', 'GO_0000287', 'GO_0005829'}"
SO_3804,"{'GO_0016829', 'GO_0106141', 'GO_0004659', 'GO_0003824', 'GO_0016831'}"
SO_3807,"{'GO_0008150', 'GO_0005506', 'GO_0003674', 'GO_0016491', 'GO_0008610', 'GO_0016020'}"
SO_3808,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3810,"{'GO_0008150', 'GO_0003674'}"
SO_3811,"{'GO_0008150', 'GO_0003674'}"
SO_3812,"{'GO_0006457', 'GO_0003755'}"
SO_3813,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3814,"{'GO_0016020', 'GO_0055085', 'GO_0022857'}"
SO_3815,"{'GO_0008150', 'GO_0003674', 'GO_0000166', 'GO_0005829', 'GO_0005575'}"
SO_3816,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_3817,"{'GO_0015940', 'GO_0008677', 'GO_0016491', 'GO_0005737', 'GO_0050661'}"
SO_3819,"{'GO_0006808', 'GO_0005829', 'GO_0030234', 'GO_0005524'}"
SO_3821,"{'GO_0008150', 'GO_0071111', 'GO_0005886', 'GO_0003674', 'GO_0016787', 'GO_0016020'}"
SO_3822,"{'GO_0008150', 'GO_0055085', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_3827,"{'GO_0009103', 'GO_0009058', 'GO_0016740', 'GO_0019294', 'GO_0005737', 'GO_0008676', 'GO_0005829'}"
SO_3828,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_3829,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3830,"{'GO_0008150', 'GO_0005886', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_3831,"{'GO_0016747', 'GO_0008150'}"
SO_3832,"{'GO_0008150', 'GO_0008170', 'GO_0003676', 'GO_0008168', 'GO_0008757', 'GO_0003674', 'GO_0032259', 'GO_0102559', 'GO_0036009', 'GO_0008276'}"
SO_3833,"{'GO_0006415', 'GO_0016149', 'GO_0006412', 'GO_0005737'}"
SO_3834,"{'GO_0006782', 'GO_0019353', 'GO_0033014', 'GO_0016491', 'GO_0008883', 'GO_0006779', 'GO_0050661'}"
SO_3835,"{'GO_0044874', 'GO_0009279', 'GO_0015031'}"
SO_3836,"{'GO_0016114', 'GO_0050515', 'GO_0016301', 'GO_0008299', 'GO_0005524', 'GO_0019288'}"
SO_3837,"{'GO_0004749', 'GO_0002189', 'GO_0006015', 'GO_0009156', 'GO_0006164', 'GO_0016301', 'GO_0046872', 'GO_0005737', 'GO_0000287', 'GO_0005524', 'GO_0009165'}"
SO_3838,"{'GO_0007165', 'GO_0016020', 'GO_0004888', 'GO_0006935'}"
SO_3840,"{'GO_0006352', 'GO_2000142', 'GO_0006355', 'GO_0003677', 'GO_0016987'}"
SO_3841,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3842,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3843,"{'GO_0016853', 'GO_0120159', 'GO_0001522', 'GO_0009982', 'GO_0000455', 'GO_0005829', 'GO_0003723', 'GO_0160136'}"
SO_3844,"{'GO_0006508', 'GO_0004222', 'GO_0016485', 'GO_0008237', 'GO_0005886', 'GO_0046872'}"
SO_3846,"{'GO_0008150', 'GO_0016740', 'GO_0003674', 'GO_0008728', 'GO_0015969', 'GO_0005575'}"
SO_3847,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3848,"{'GO_0008150', 'GO_0003674', 'GO_0003677', 'GO_0046872', 'GO_0005575'}"
SO_3849,"{'GO_0008150', 'GO_0003674', 'GO_0016020'}"
SO_3852,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3855,"{'GO_0004470', 'GO_0006090', 'GO_0006108', 'GO_0004471', 'GO_0008948', 'GO_0051287', 'GO_0016491', 'GO_0046872', 'GO_0005829'}"
SO_3856,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3857,"{'GO_0008150', 'GO_0003674'}"
SO_3859,"{'GO_0008150', 'GO_0052621', 'GO_0016779', 'GO_0043709', 'GO_1902201', 'GO_0005886', 'GO_0016020'}"
SO_3860,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3861,"{'GO_0051539', 'GO_0008033', 'GO_0008616', 'GO_0016491', 'GO_0006400', 'GO_0046872', 'GO_0052693', 'GO_0051536', 'GO_0005737'}"
SO_3862,"{'GO_0032991', 'GO_0015689', 'GO_0006355', 'GO_0030151'}"
SO_3863,"{'GO_0046872', 'GO_0030288', 'GO_0015689', 'GO_0016787'}"
SO_3864,"{'GO_0055085', 'GO_0015098', 'GO_0005886', 'GO_0016787', 'GO_0015689', 'GO_0016020'}"
SO_3865,"{'GO_0015098', 'GO_0055085', 'GO_0032991', 'GO_0005886', 'GO_0140359', 'GO_0015412', 'GO_0098656', 'GO_0016887', 'GO_0015689', 'GO_0016020', 'GO_0005524'}"
SO_3866,"{'GO_0015074', 'GO_0003677', 'GO_0006310'}"
SO_3867,"{'GO_0006355', 'GO_0003700', 'GO_0003677'}"
SO_3870,"{'GO_0005886', 'GO_0016491', 'GO_0006457', 'GO_0016020', 'GO_0015035'}"
SO_3871,"{'GO_0016853', 'GO_0042597'}"
SO_3872,"{'GO_0004062', 'GO_0016740', 'GO_0047686'}"
SO_3873,"{'GO_0008150', 'GO_0003674', 'GO_0009279', 'GO_0005575'}"
SO_3874,"{'GO_0003700', 'GO_0006355'}"
SO_3878,"{'GO_0032196', 'GO_0004803', 'GO_0006313', 'GO_0003677', 'GO_0006310'}"
SO_3880,"{'GO_0003676', 'GO_0015074'}"
SO_3884,"{'GO_0015074', 'GO_0003677', 'GO_0006310'}"
SO_3885,"{'GO_0016887', 'GO_0005524'}"
SO_3886,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3887,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3888,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3890,"{'GO_0007165', 'GO_0006935', 'GO_0004888', 'GO_0046872', 'GO_0016020'}"
SO_3891,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_3892,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_3894,"{'GO_0007165', 'GO_0000160', 'GO_0004673', 'GO_0000155', 'GO_0016301', 'GO_0016020'}"
SO_3895,"{'GO_0008150', 'GO_0061503', 'GO_0008641', 'GO_0003674', 'GO_0061504'}"
SO_3896,"{'GO_0046930', 'GO_0055085', 'GO_0006811', 'GO_0009279', 'GO_0016020', 'GO_0015288'}"
SO_3897,"{'GO_0007059', 'GO_0003916', 'GO_0005694', 'GO_0019897', 'GO_0051276', 'GO_0003918', 'GO_0005886', 'GO_0003677', 'GO_0005737', 'GO_0006265', 'GO_0009330', 'GO_0005524'}"
SO_3899,"{'GO_0007059', 'GO_0003916', 'GO_0005694', 'GO_0051276', 'GO_0003918', 'GO_0003677', 'GO_0006265', 'GO_0005524'}"
SO_3900,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3902,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3903,"{'GO_0006753', 'GO_0019693', 'GO_0016818', 'GO_0019144', 'GO_0016787', 'GO_0046872', 'GO_0047631', 'GO_0005829'}"
SO_3904,"{'GO_0055085', 'GO_0015562', 'GO_0019867', 'GO_0009279', 'GO_0003674', 'GO_0015288', 'GO_1990281'}"
SO_3905,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3906,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3907,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3908,"{'GO_0005777', 'GO_0004300', 'GO_0004165', 'GO_0016829'}"
SO_3909,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_3910,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3912,"{'GO_0008150', 'GO_0008033', 'GO_0050660', 'GO_0002943', 'GO_0102266', 'GO_0102264', 'GO_0003674', 'GO_0000049', 'GO_0010181', 'GO_0017150', 'GO_0016491'}"
SO_3913,"{'GO_0051213', 'GO_0016706', 'GO_0005506', 'GO_0006879', 'GO_0008150', 'GO_0003674', 'GO_0006974', 'GO_0031418', 'GO_0046872', 'GO_0005575'}"
SO_3914,"{'GO_0044718', 'GO_0015344', 'GO_0009279', 'GO_0015891', 'GO_0038023', 'GO_0033214', 'GO_0015343'}"
SO_3915,"{'GO_0008150', 'GO_0003674', 'GO_0005575', 'GO_0006935'}"
SO_3916,"{'GO_0016853', 'GO_0030170', 'GO_0008784', 'GO_0030632', 'GO_0006522', 'GO_0005829'}"
SO_3917,"{'GO_0003678', 'GO_0006260', 'GO_0006268', 'GO_1990077', 'GO_0005829', 'GO_0004386', 'GO_0003677', 'GO_0016787', 'GO_0016887', 'GO_0006269', 'GO_0005524'}"
SO_3918,"{'GO_0008150', 'GO_0004177', 'GO_0006508', 'GO_0070009', 'GO_0003674', 'GO_0008239', 'GO_0005575'}"
SO_3920,"{'GO_0005506', 'GO_0016491', 'GO_0008901', 'GO_0046872', 'GO_0051536'}"
SO_3921,"{'GO_0005506', 'GO_0042597', 'GO_0016491', 'GO_0051536', 'GO_0008901', 'GO_0016020', 'GO_0009055'}"
SO_3922,"{'GO_0009055', 'GO_0015944', 'GO_0005886', 'GO_0009326', 'GO_0016491', 'GO_0022904', 'GO_0071944', 'GO_0009061', 'GO_0016020', 'GO_0036397'}"
SO_3923,"{'GO_0044272', 'GO_0042364', 'GO_0003674', 'GO_0003824', 'GO_0046872', 'GO_0051536'}"
SO_3924,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3925,"{'GO_0046872', 'GO_0003824', 'GO_0051536', 'GO_0016740'}"
SO_3926,"{'GO_0008150', 'GO_0005525', 'GO_0002098', 'GO_0005737', 'GO_0030488'}"
SO_3927,"{'GO_0019843', 'GO_0022625', 'GO_0003735', 'GO_0006412', 'GO_0005840', 'GO_1990904'}"
SO_3928,"{'GO_0022627', 'GO_0019843', 'GO_0070181', 'GO_0003735', 'GO_0006412', 'GO_0005840', 'GO_1990904'}"
SO_3929,"{'GO_0006260', 'GO_0030894', 'GO_0003697', 'GO_1990077', 'GO_0003677', 'GO_0006269'}"
SO_3930,"{'GO_0022627', 'GO_0019843', 'GO_0070181', 'GO_0043229', 'GO_0003735', 'GO_0006412', 'GO_0005840', 'GO_0005737', 'GO_1990904'}"
SO_3931,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3933,"{'GO_0008150', 'GO_0055085', 'GO_0022857', 'GO_0005886', 'GO_0003674', 'GO_0016020'}"
SO_3934,"{'GO_0006364', 'GO_0008168', 'GO_0000451', 'GO_0032259', 'GO_0070039', 'GO_0008173', 'GO_0006396', 'GO_0005737', 'GO_0003723', 'GO_0005829'}"
SO_3935,"{'GO_0016070', 'GO_0004527', 'GO_0006402', 'GO_0008859', 'GO_0004540', 'GO_0005737', 'GO_0003723', 'GO_0005829'}"
SO_3937,"{'GO_0005525', 'GO_0016874', 'GO_0004019', 'GO_0006164', 'GO_0044208', 'GO_0046872', 'GO_0005737', 'GO_0046040', 'GO_0000287'}"
SO_3938,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_3939,"{'GO_0022627', 'GO_0043229', 'GO_0003735', 'GO_0006412', 'GO_0005840', 'GO_0003723', 'GO_1990904'}"
SO_3940,"{'GO_0003729', 'GO_0017148', 'GO_0043229', 'GO_0022625', 'GO_0003735', 'GO_0006412', 'GO_0005840', 'GO_0005737', 'GO_1990904'}"
SO_3941,"{'GO_0008150', 'GO_0032153', 'GO_0003674', 'GO_0051301', 'GO_0016787', 'GO_0005737', 'GO_0016887', 'GO_0005524', 'GO_0005575'}"
SO_3942,"{'GO_0006515', 'GO_0006508', 'GO_0004252', 'GO_0042597', 'GO_0008233'}"
SO_3943,"{'GO_0006508', 'GO_0016020', 'GO_0008233', 'GO_0004252'}"
SO_3945,"{'GO_0006313', 'GO_0032196', 'GO_0003677', 'GO_0004803'}"
SO_3948,"{'GO_0008360', 'GO_0016740', 'GO_0051301', 'GO_0009252', 'GO_0071555', 'GO_0019277', 'GO_0008760', 'GO_0005737'}"
SO_3949,"{'GO_0008150', 'GO_0003674'}"
SO_3950,"{'GO_0008150', 'GO_0003674'}"
SO_3951,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_3952,"{'GO_0008150', 'GO_0005543', 'GO_0015914', 'GO_0003674', 'GO_0005548'}"
SO_3953,"{'GO_0008150', 'GO_0015914', 'GO_0005886', 'GO_0003674', 'GO_0005548', 'GO_0043190', 'GO_0005575'}"
SO_3954,"{'GO_0016887', 'GO_0005524'}"
SO_3956,"{'GO_0016853', 'GO_0005975', 'GO_0097367', 'GO_0019146', 'GO_0046872', 'GO_0005737', 'GO_1901135'}"
SO_3957,"{'GO_0008150', 'GO_0016788', 'GO_0009103', 'GO_0005575', 'GO_0003674', 'GO_0019143', 'GO_0046872', 'GO_0016787'}"
SO_3958,"{'GO_0008150', 'GO_0043165', 'GO_0030288', 'GO_0015221', 'GO_0046836', 'GO_0005575', 'GO_0003674', 'GO_0005886', 'GO_0015920', 'GO_0017089'}"
SO_3959,"{'GO_0008150', 'GO_0043165', 'GO_0030288', 'GO_0042597', 'GO_0046836', 'GO_0009279', 'GO_0005575', 'GO_0003674', 'GO_0001530', 'GO_0015920', 'GO_0017089'}"
SO_3960,"{'GO_0055085', 'GO_0005886', 'GO_0043190', 'GO_0005737', 'GO_0016887', 'GO_0005524'}"
SO_3961,"{'GO_0016779', 'GO_0006352', 'GO_2000142', 'GO_0000428', 'GO_0001216', 'GO_0003677', 'GO_0006355', 'GO_0045893', 'GO_0016987'}"
SO_3962,"{'GO_0022627', 'GO_0045900', 'GO_0003674', 'GO_0006417', 'GO_0043024'}"
SO_3963,"{'GO_0008982', 'GO_0030295', 'GO_0016740', 'GO_0009401'}"
SO_3964,"{'GO_0008150', 'GO_0005525', 'GO_0003674', 'GO_0005524', 'GO_0005575'}"
SO_3965,{'GO_0003674'}
SO_3966,"{'GO_0015693', 'GO_1903830', 'GO_0005886', 'GO_0015095', 'GO_0046872', 'GO_0016020'}"
SO_3967,"{'GO_0046872', 'GO_0030288', 'GO_0015689'}"
SO_3969,"{'GO_0008150', 'GO_0003674', 'GO_0016020'}"
SO_3972,"{'GO_0008150', 'GO_0004803', 'GO_0006313', 'GO_0003674', 'GO_0003677', 'GO_0005575'}"
