SO_0001,{'GO_0010181'}
SO_1262,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_1264,"{'GO_0008150', 'GO_0003674', 'GO_0005737', 'GO_0005575'}"
SO_1265,"{'GO_0006355', 'GO_0003700', 'GO_0003677'}"
SO_1267,"{'GO_0008150', 'GO_0016811', 'GO_0003674', 'GO_0006541', 'GO_0006598', 'GO_0016787', 'GO_0033969', 'GO_0005575'}"
SO_1268,"{'GO_0034024', 'GO_0016874', 'GO_0006542', 'GO_0004356', 'GO_0006598', 'GO_0016879'}"
SO_1269,"{'GO_0032196', 'GO_0004803', 'GO_0006313', 'GO_0003677', 'GO_0006310'}"
SO_1270,"{'GO_0042597', 'GO_0019808', 'GO_0015846'}"
SO_1271,"{'GO_0005524', 'GO_0015417', 'GO_0055085', 'GO_0032991', 'GO_1902047', 'GO_0005886', 'GO_0016787', 'GO_0043190', 'GO_0016887', 'GO_0015846'}"
SO_1272,"{'GO_0005886', 'GO_0016020', 'GO_0055085'}"
SO_1273,"{'GO_0005886', 'GO_0016020', 'GO_0055085'}"
SO_1274,"{'GO_0008150', 'GO_0003674', 'GO_0016491', 'GO_0005737', 'GO_0005575'}"
SO_1275,"{'GO_0009013', 'GO_0019145', 'GO_0009450', 'GO_0004777', 'GO_0016491', 'GO_0005829', 'GO_0016620'}"
SO_1276,"{'GO_0009450', 'GO_0009448', 'GO_0030170', 'GO_0003867', 'GO_0034386', 'GO_0008483', 'GO_0005829'}"
SO_1277,"{'GO_1904680', 'GO_0042802', 'GO_0055085', 'GO_0071916', 'GO_0035442', 'GO_0015833', 'GO_0042937', 'GO_0005886', 'GO_0042939', 'GO_0015333', 'GO_1902600', 'GO_0016020'}"
SO_1278,"{'GO_0007165', 'GO_0016020', 'GO_0006935'}"
SO_1281,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1284,"{'GO_0006352', 'GO_2000142', 'GO_0006355', 'GO_0003677', 'GO_0010468', 'GO_0005737', 'GO_0016987'}"
SO_1286,"{'GO_0016779', 'GO_0006260', 'GO_1990077', 'GO_0000428', 'GO_0003677', 'GO_0003896', 'GO_0046872', 'GO_0005737', 'GO_0006269', 'GO_0008270'}"
SO_1287,"{'GO_0008150', 'GO_0003674', 'GO_0016884', 'GO_0005575'}"
SO_1288,"{'GO_1990904', 'GO_0003735', 'GO_0005840', 'GO_0006412'}"
SO_1289,"{'GO_0016747', 'GO_0005506', 'GO_0008033', 'GO_0002949', 'GO_0070525', 'GO_0061711', 'GO_0006400', 'GO_0046872', 'GO_0005737', 'GO_0016746'}"
SO_1290,"{'GO_0008150', 'GO_0016740', 'GO_0043772', 'GO_0005575', 'GO_0003674', 'GO_0005886', 'GO_0008654', 'GO_0006644'}"
SO_1292,"{'GO_0046654', 'GO_0003848', 'GO_0046656', 'GO_0009396', 'GO_0016301', 'GO_0005524'}"
SO_1293,"{'GO_0046677', 'GO_0008360', 'GO_0005886', 'GO_0050380', 'GO_0009252', 'GO_0071555', 'GO_0016787', 'GO_0016020'}"
SO_1294,"{'GO_0008168', 'GO_0032259', 'GO_0052911', 'GO_0046872', 'GO_0031167'}"
SO_1295,"{'GO_0008150', 'GO_0008289', 'GO_0005576', 'GO_0042834', 'GO_0019867', 'GO_0009279', 'GO_0003674', 'GO_0043580', 'GO_0030258'}"
SO_1296,"{'GO_0016779', 'GO_0008033', 'GO_0006396', 'GO_0004810', 'GO_0000049', 'GO_0042245', 'GO_0001680', 'GO_0016787', 'GO_0046872', 'GO_0016791', 'GO_0004112', 'GO_0003723', 'GO_0000287', 'GO_0005524'}"
SO_1297,{'GO_0016887'}
SO_1298,{'GO_0015627'}
SO_1301,"{'GO_0004070', 'GO_0006520', 'GO_0016740', 'GO_0016597', 'GO_0009220', 'GO_0006221', 'GO_0006207', 'GO_0044205'}"
SO_1302,"{'GO_0055085', 'GO_0005247', 'GO_1902476', 'GO_0034220', 'GO_0034707', 'GO_0005254', 'GO_0006821', 'GO_0016020'}"
SO_1303,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_1304,"{'GO_0008150', 'GO_0051539', 'GO_0005506', 'GO_0016226', 'GO_0003674', 'GO_0051537', 'GO_0106035', 'GO_0046872', 'GO_0051536', 'GO_0005829'}"
SO_1305,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_1306,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1307,"{'GO_0055085', 'GO_0006833', 'GO_0015250', 'GO_0005886', 'GO_0016020'}"
SO_1309,"{'GO_0008150', 'GO_0003674', 'GO_0009279', 'GO_0005575'}"
SO_1310,"{'GO_0008150', 'GO_0006508', 'GO_0004252', 'GO_0008233', 'GO_0003674', 'GO_0016787', 'GO_0008236', 'GO_0005575'}"
SO_1311,"{'GO_0000160', 'GO_0006355', 'GO_0016020', 'GO_0003677'}"
SO_1313,"{'GO_0008150', 'GO_0016773', 'GO_0097175', 'GO_0003674', 'GO_0006040', 'GO_0016301', 'GO_0009254', 'GO_0005524', 'GO_0005575'}"
SO_1314,"{'GO_0004222', 'GO_0042834', 'GO_0000920', 'GO_0016787', 'GO_0046872', 'GO_0016020'}"
SO_1315,"{'GO_0006418', 'GO_0006437', 'GO_0006412', 'GO_0003723', 'GO_0005737', 'GO_0043039', 'GO_0005829', 'GO_0004812', 'GO_0005524', 'GO_0004831'}"
SO_1317,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1318,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1319,"{'GO_0008150', 'GO_0005886', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_1320,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_1321,"{'GO_0016874', 'GO_0043757', 'GO_0005886', 'GO_0048472', 'GO_0016020', 'GO_0009236'}"
SO_1322,"{'GO_0019509', 'GO_0009164', 'GO_0008930', 'GO_0008782', 'GO_0019284', 'GO_0016787', 'GO_0005829', 'GO_0009086'}"
SO_1324,"{'GO_0051539', 'GO_0016491', 'GO_0004355'}"
SO_1325,"{'GO_0004355', 'GO_0051538', 'GO_0019676', 'GO_0016491', 'GO_0006541', 'GO_0015930', 'GO_0046872', 'GO_0006537'}"
SO_1326,"{'GO_0008150', 'GO_0003674', 'GO_0003824', 'GO_0051536', 'GO_0005575'}"
SO_1327,"{'GO_0000160', 'GO_0008150'}"
SO_1328,"{'GO_0032993', 'GO_0003700', 'GO_0006355'}"
SO_1329,"{'GO_0016829', 'GO_0009190', 'GO_0004016', 'GO_0035556', 'GO_0016020'}"
SO_1330,"{'GO_0006281', 'GO_0006298', 'GO_0004519', 'GO_0003677', 'GO_0006304', 'GO_0005737'}"
SO_1331,"{'GO_0016818', 'GO_0016462', 'GO_0006402', 'GO_0016787', 'GO_0005737', 'GO_0034353'}"
SO_1332,"{'GO_0016740', 'GO_0009401', 'GO_0005737', 'GO_0008965', 'GO_0046872', 'GO_0016772'}"
SO_1333,"{'GO_0008150', 'GO_0005886', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_1334,"{'GO_0042158', 'GO_0008961', 'GO_0016740', 'GO_0005886'}"
SO_1335,"{'GO_0008168', 'GO_0004799', 'GO_0032259', 'GO_0006231', 'GO_0005737', 'GO_0006235', 'GO_0005829', 'GO_0009165'}"
SO_1336,"{'GO_0055085', 'GO_0006885', 'GO_0035725', 'GO_0015081', 'GO_0015385', 'GO_0005886', 'GO_0015297', 'GO_0006814', 'GO_0016020'}"
SO_1337,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1338,"{'GO_2000142', 'GO_0006355', 'GO_0003700', 'GO_0003677'}"
SO_1339,"{'GO_0008150', 'GO_0006105', 'GO_0003674', 'GO_0005737', 'GO_0005575'}"
SO_1340,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_1341,"{'GO_0008734', 'GO_0009435', 'GO_0034628', 'GO_0016491', 'GO_0044318', 'GO_0019363', 'GO_0005737'}"
SO_1342,"{'GO_0006352', 'GO_2000142', 'GO_0006355', 'GO_0003677', 'GO_0016987'}"
SO_1343,"{'GO_0005886', 'GO_0045892', 'GO_0016989'}"
SO_1344,"{'GO_0030288', 'GO_0032885', 'GO_0042597', 'GO_0045152'}"
SO_1345,{'GO_0016020'}
SO_1346,"{'GO_0008150', 'GO_0005525', 'GO_0003924', 'GO_0045727', 'GO_0097216', 'GO_0005886', 'GO_0006412', 'GO_0043022', 'GO_0016787', 'GO_0003746', 'GO_0006414'}"
SO_1347,"{'GO_0006508', 'GO_0004252', 'GO_0008233', 'GO_0005886', 'GO_0016020', 'GO_0006465'}"
SO_1348,"{'GO_0004521', 'GO_0019843', 'GO_0006364', 'GO_0004525', 'GO_0008033', 'GO_0004519', 'GO_0003725', 'GO_0006397', 'GO_0006396', 'GO_0046872', 'GO_0010468', 'GO_0003723', 'GO_0005737'}"
SO_1349,"{'GO_0008150', 'GO_0005525', 'GO_0003924', 'GO_0019843', 'GO_0070181', 'GO_0042274', 'GO_0000028', 'GO_0005886', 'GO_0042254', 'GO_0016787', 'GO_0005737', 'GO_0005829', 'GO_0003723', 'GO_0043024'}"
SO_1350,"{'GO_0006302', 'GO_0006281', 'GO_0043590', 'GO_0003674', 'GO_0006310'}"
SO_1351,"{'GO_0008615', 'GO_0033856', 'GO_0016769', 'GO_0016740', 'GO_0005737', 'GO_0005829'}"
SO_1352,"{'GO_0008897', 'GO_0016740', 'GO_0006633', 'GO_0046872', 'GO_0005737', 'GO_0000287'}"
SO_1353,"{'GO_0008150', 'GO_0003674', 'GO_0046521', 'GO_0016020', 'GO_0005575'}"
SO_1354,"{'GO_0008150', 'GO_0050660', 'GO_0005886', 'GO_0003674', 'GO_0016020'}"
SO_1355,"{'GO_0008150', 'GO_0005886', 'GO_0003674', 'GO_0020037', 'GO_0017004', 'GO_0016020'}"
SO_1356,"{'GO_0048500', 'GO_0005525', 'GO_0003924', 'GO_0006612', 'GO_0016787', 'GO_0008312', 'GO_0006614', 'GO_0016887', 'GO_0003723', 'GO_0005737'}"
SO_1357,"{'GO_0043229', 'GO_0015935', 'GO_0003735', 'GO_0006412', 'GO_0005840', 'GO_0005737', 'GO_1990904'}"
SO_1358,"{'GO_0006364', 'GO_0042274', 'GO_0003674', 'GO_0042254', 'GO_0043022', 'GO_0005840', 'GO_0005737'}"
SO_1359,"{'GO_0002939', 'GO_0008033', 'GO_0008168', 'GO_0032259', 'GO_0006400', 'GO_0005737', 'GO_0052906', 'GO_0005829'}"
SO_1360,"{'GO_0022625', 'GO_0003735', 'GO_0006412', 'GO_0005840', 'GO_1990904'}"
SO_1361,"{'GO_0008652', 'GO_0016740', 'GO_0009073', 'GO_0003849', 'GO_0009423', 'GO_0005737'}"
SO_1362,"{'GO_0016853', 'GO_0006571', 'GO_0004665', 'GO_0016491', 'GO_0019752', 'GO_0046417', 'GO_0005737', 'GO_0070403', 'GO_0004106', 'GO_0008977'}"
SO_1363,"{'GO_0098869', 'GO_0016661', 'GO_0050418', 'GO_0004601', 'GO_0016491', 'GO_0003824', 'GO_0051537', 'GO_0042542', 'GO_0046872', 'GO_0005737', 'GO_0051536'}"
SO_1364,"{'GO_0051537', 'GO_0016491', 'GO_0005886'}"
SO_1365,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_1366,"{'GO_0071805', 'GO_0015386', 'GO_1902600', 'GO_0098719', 'GO_0015385', 'GO_0005886', 'GO_0015297', 'GO_0006814', 'GO_0016020', 'GO_0051453'}"
SO_1367,"{'GO_0016853', 'GO_0016829', 'GO_0016740', 'GO_0016836', 'GO_0009094', 'GO_0019752', 'GO_0004664', 'GO_0005737', 'GO_0046417', 'GO_0004106'}"
SO_1368,"{'GO_0004177', 'GO_0006508', 'GO_0008235', 'GO_0030145', 'GO_0070006', 'GO_0046872', 'GO_0005737'}"
SO_1369,"{'GO_0008150', 'GO_0055085', 'GO_0005886', 'GO_0003674', 'GO_0043190', 'GO_0015920', 'GO_0016020', 'GO_0005575'}"
SO_1370,"{'GO_0008150', 'GO_0055085', 'GO_0005886', 'GO_0003674', 'GO_0043190', 'GO_0015920', 'GO_0016020', 'GO_0005575'}"
SO_1371,"{'GO_0008150', 'GO_0003674', 'GO_0005886', 'GO_0005575'}"
SO_1372,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1373,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_1374,"{'GO_0016747', 'GO_0008150'}"
SO_1375,"{'GO_0006508', 'GO_0004180', 'GO_0008237', 'GO_0046872', 'GO_0004181'}"
SO_1376,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_1377,"{'GO_0008150', 'GO_0003674', 'GO_0005886', 'GO_0005575'}"
SO_1378,"{'GO_0008150', 'GO_0003674'}"
SO_1379,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1380,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1381,"{'GO_0008150', 'GO_0008379', 'GO_0034599', 'GO_0016209', 'GO_0003674', 'GO_0016491', 'GO_0098869', 'GO_0005737', 'GO_0045454', 'GO_0005575'}"
SO_1382,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1383,"{'GO_0003676', 'GO_0004386', 'GO_0003724', 'GO_0016787', 'GO_0005737', 'GO_0005829', 'GO_0005524'}"
SO_1385,"{'GO_0007165', 'GO_0016020', 'GO_0004888', 'GO_0006935'}"
SO_1387,"{'GO_0008081', 'GO_0003674', 'GO_0016020', 'GO_0008150'}"
SO_1388,"{'GO_0005737', 'GO_0004177', 'GO_0070006'}"
SO_1389,"{'GO_0008150', 'GO_0003674', 'GO_0003677', 'GO_0006351'}"
SO_1390,"{'GO_0061077', 'GO_0006457', 'GO_0005737', 'GO_0003755'}"
SO_1391,"{'GO_0008150', 'GO_0005886', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_1393,"{'GO_0009889', 'GO_0000976', 'GO_0080090', 'GO_0006355', 'GO_0003677', 'GO_0003700'}"
SO_1395,"{'GO_0008150', 'GO_0003674', 'GO_0016020'}"
SO_1396,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_1397,"{'GO_0102480', 'GO_0003824', 'GO_0016787', 'GO_0004131', 'GO_0008835'}"
SO_1400,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_1401,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1402,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1403,"{'GO_0008150', 'GO_0080146', 'GO_0019450', 'GO_0003674', 'GO_0005575'}"
SO_1404,"{'GO_0005829', 'GO_0019239', 'GO_0016787'}"
SO_1405,{'GO_0008150'}
SO_1406,{'GO_0016020'}
SO_1407,{'GO_0046872'}
SO_1408,"{'GO_0004386', 'GO_0003677', 'GO_0016787', 'GO_0016887', 'GO_0005524'}"
SO_1409,"{'GO_0008150', 'GO_0008168', 'GO_0003674', 'GO_0032259', 'GO_0005575'}"
SO_1410,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1411,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1412,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1413,"{'GO_0046872', 'GO_0042597'}"
SO_1414,"{'GO_0010181', 'GO_0016491', 'GO_0008202'}"
SO_1415,{'GO_0003677'}
SO_1416,"{'GO_0000160', 'GO_0006355', 'GO_0003677'}"
SO_1417,"{'GO_0007165', 'GO_0000160', 'GO_0004673', 'GO_0000155', 'GO_0016301'}"
SO_1418,"{'GO_0046872', 'GO_0003674', 'GO_0016740', 'GO_0008150'}"
SO_1419,"{'GO_0008150', 'GO_0003674', 'GO_0010181', 'GO_0016020', 'GO_0005575'}"
SO_1420,"{'GO_0046930', 'GO_0055085', 'GO_0006811', 'GO_0009279', 'GO_0016020', 'GO_0015288'}"
SO_1421,"{'GO_0008202', 'GO_0042597', 'GO_0010181', 'GO_0016491', 'GO_0046872'}"
SO_1422,"{'GO_0003700', 'GO_0006351', 'GO_0006355', 'GO_0043565'}"
SO_1424,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1425,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1427,{'GO_0016491'}
SO_1428,"{'GO_0008150', 'GO_0003674'}"
SO_1429,"{'GO_0051539', 'GO_0030288', 'GO_0030151', 'GO_0009389', 'GO_0046872', 'GO_0051536', 'GO_0009061', 'GO_0009055', 'GO_0043546'}"
SO_1430,"{'GO_0046872', 'GO_0051539'}"
SO_1431,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1432,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1434,"{'GO_0007165', 'GO_0016020', 'GO_0004888', 'GO_0006935'}"
SO_1438,"{'GO_0032196', 'GO_0004803', 'GO_0006313', 'GO_0003677', 'GO_0006310'}"
SO_1440,"{'GO_0008150', 'GO_0003674', 'GO_0110001', 'GO_0004518', 'GO_0004540', 'GO_0005575'}"
SO_1441,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1442,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1443,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1444,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1445,{'GO_0006355'}
SO_1447,"{'GO_0008150', 'GO_0016410', 'GO_0004623', 'GO_0008970', 'GO_0003674', 'GO_0070292', 'GO_0005737', 'GO_0016746'}"
SO_1448,"{'GO_0015074', 'GO_0003677', 'GO_0006310'}"
SO_1450,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1451,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1453,"{'GO_0008150', 'GO_0003674', 'GO_0051495', 'GO_0005575'}"
SO_1454,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1455,"{'GO_0046872', 'GO_0003674', 'GO_0006508', 'GO_0008237'}"
SO_1457,"{'GO_0009007', 'GO_0008170', 'GO_0008168', 'GO_0032259', 'GO_0003677'}"
SO_1458,"{'GO_0008150', 'GO_0003674', 'GO_0016887', 'GO_0005524', 'GO_0005575'}"
SO_1459,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1460,"{'GO_0009307', 'GO_0009035', 'GO_0004519', 'GO_0003677', 'GO_0019812', 'GO_0006304'}"
SO_1461,"{'GO_0004672', 'GO_0005524', 'GO_0004674'}"
SO_1462,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1464,"{'GO_0006313', 'GO_0003677', 'GO_0015074', 'GO_0004803'}"
SO_1468,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1469,{'GO_0003677'}
SO_1470,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1471,"{'GO_0075713', 'GO_0044826', 'GO_0015074', 'GO_0046718', 'GO_0003677', 'GO_0006310'}"
SO_1473,"{'GO_0005737', 'GO_0003723', 'GO_0005829', 'GO_0070929'}"
SO_1474,"{'GO_0008150', 'GO_0003674', 'GO_0048039', 'GO_0045333', 'GO_0005575'}"
SO_1475,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1476,"{'GO_0008150', 'GO_0043165', 'GO_0051205', 'GO_1990063', 'GO_0030674', 'GO_0019867', 'GO_0009279', 'GO_0003674'}"
SO_1478,"{'GO_0046872', 'GO_0008168'}"
SO_1479,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1480,"{'GO_0008150', 'GO_0052621', 'GO_0016779', 'GO_0043709', 'GO_1902201', 'GO_0005886', 'GO_0003674', 'GO_0016020'}"
SO_1481,"{'GO_0008324', 'GO_0006813', 'GO_0005886', 'GO_0015297', 'GO_1902600', 'GO_0016020'}"
SO_1482,"{'GO_0044718', 'GO_0009279', 'GO_0033214', 'GO_0015344'}"
SO_1483,"{'GO_0006099', 'GO_0004474', 'GO_0005737', 'GO_0016746', 'GO_0006097'}"
SO_1484,"{'GO_0046872', 'GO_0016829', 'GO_0019752', 'GO_0004451'}"
SO_1486,"{'GO_0016790', 'GO_0016787'}"
SO_1487,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1489,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1490,"{'GO_0046872', 'GO_0016491', 'GO_0004022'}"
SO_1492,{'GO_0003755'}
SO_1493,"{'GO_0004134', 'GO_0016757', 'GO_0102500', 'GO_0005975'}"
SO_1495,"{'GO_0004133', 'GO_0004553', 'GO_0005980', 'GO_0003674', 'GO_0016798'}"
SO_1498,"{'GO_0005978', 'GO_0016779', 'GO_0005524', 'GO_0008878'}"
SO_1499,"{'GO_0009011', 'GO_0016757', 'GO_0005978', 'GO_0033201', 'GO_0005829'}"
SO_1500,"{'GO_0052621', 'GO_0016779', 'GO_0000160', 'GO_0005886', 'GO_0000155', 'GO_0071555', 'GO_0016020'}"
SO_1501,"{'GO_0008150', 'GO_0003676', 'GO_0004386', 'GO_0003724', 'GO_0016787', 'GO_0005737', 'GO_0005829', 'GO_0005524'}"
SO_1502,"{'GO_0008150', 'GO_0003674', 'GO_0005737', 'GO_0016787'}"
SO_1503,{'GO_0071555'}
SO_1504,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_1505,"{'GO_1904680', 'GO_0016020', 'GO_0055085', 'GO_0015833'}"
SO_1506,"{'GO_0055085', 'GO_0046677', 'GO_0005886', 'GO_0015297', 'GO_0042908', 'GO_0016020', 'GO_0042910'}"
SO_1507,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1508,"{'GO_0008150', 'GO_0003674', 'GO_0046677', 'GO_0005575'}"
SO_1510,"{'GO_0008150', 'GO_0004803', 'GO_0006313', 'GO_0003674', 'GO_0003677', 'GO_0005575'}"
SO_1511,"{'GO_0006313', 'GO_0003677', 'GO_0004803'}"
SO_1512,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1513,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1514,"{'GO_0006313', 'GO_0003677', 'GO_0015074', 'GO_0004803'}"
SO_1518,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1519,"{'GO_0046872', 'GO_0051536', 'GO_0019516'}"
SO_1520,"{'GO_0008150', 'GO_0003674', 'GO_0005829', 'GO_0005575'}"
SO_1521,"{'GO_0004458', 'GO_0071949', 'GO_0050660', 'GO_0008720', 'GO_0003824', 'GO_0016491', 'GO_1903457', 'GO_0046872', 'GO_0051536'}"
SO_1522,"{'GO_0015727', 'GO_0015295', 'GO_0005886', 'GO_0035873', 'GO_0015129', 'GO_1902600'}"
SO_1523,"{'GO_0008150', 'GO_0003951', 'GO_0019674', 'GO_0003674', 'GO_0051287', 'GO_0006741', 'GO_0016301', 'GO_0046872', 'GO_0005737', 'GO_0005524', 'GO_0005575'}"
SO_1524,"{'GO_0000774', 'GO_0042803', 'GO_0051087', 'GO_0051082', 'GO_0005737', 'GO_0006457', 'GO_0005829'}"
SO_1525,"{'GO_0052865', 'GO_0016744', 'GO_0008661', 'GO_0016740', 'GO_0016114', 'GO_0030976', 'GO_0009228', 'GO_0046872', 'GO_0008299', 'GO_0000287', 'GO_0005829', 'GO_0019288'}"
SO_1526,"{'GO_0016740', 'GO_0004337', 'GO_0004659', 'GO_0005737', 'GO_0008299', 'GO_0004161'}"
SO_1527,"{'GO_0004527', 'GO_0006308', 'GO_0009318', 'GO_0008855', 'GO_0005737', 'GO_0005829'}"
SO_1529,"{'GO_0097588', 'GO_0071978', 'GO_0006935', 'GO_0005886', 'GO_0016020'}"
SO_1530,"{'GO_0005886', 'GO_0016020'}"
SO_1531,"{'GO_0016783', 'GO_0016740', 'GO_0140741', 'GO_0002937', 'GO_0009229', 'GO_0003674', 'GO_0000049', 'GO_0004810', 'GO_0034227', 'GO_0009228', 'GO_0052837', 'GO_0005737', 'GO_0005829', 'GO_0003723', 'GO_0005524'}"
SO_1532,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1533,"{'GO_0003700', 'GO_0006351', 'GO_0006355', 'GO_0043565'}"
SO_1534,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1535,"{'GO_0008150', 'GO_0005886', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_1536,"{'GO_0008150', 'GO_0006364', 'GO_0008168', 'GO_0008757', 'GO_0003674', 'GO_0032259', 'GO_0005737', 'GO_0005575'}"
SO_1538,"{'GO_0004449', 'GO_0016616', 'GO_0006099', 'GO_0051287', 'GO_0016491', 'GO_0006102', 'GO_0000287'}"
SO_1539,"{'GO_0008150', 'GO_0006508', 'GO_0008233', 'GO_0003674', 'GO_0016787', 'GO_0008236', 'GO_0008239', 'GO_0005575'}"
SO_1541,"{'GO_0006313', 'GO_0016020', 'GO_0003677', 'GO_0004803'}"
SO_1543,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1546,"{'GO_0008150', 'GO_0004803', 'GO_0006313', 'GO_0003674', 'GO_0003677', 'GO_0005575'}"
SO_1547,"{'GO_0008150', 'GO_0004803', 'GO_0006313', 'GO_0003674', 'GO_0003677', 'GO_0016020', 'GO_0005575'}"
SO_1548,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005575'}"
SO_1549,"{'GO_0016788', 'GO_0030955', 'GO_0004519', 'GO_0033567', 'GO_0008409', 'GO_0017108', 'GO_0140640', 'GO_0003677', 'GO_0046872', 'GO_0000287'}"
SO_1550,"{'GO_0008150', 'GO_0003674', 'GO_0008714', 'GO_0005829', 'GO_0005575'}"
SO_1551,"{'GO_0008150', 'GO_0052621', 'GO_0016779', 'GO_0043709', 'GO_1902201', 'GO_0005886', 'GO_0003674'}"
SO_1552,"{'GO_0008150', 'GO_0003674', 'GO_0016020', 'GO_0005737'}"
SO_1556,"{'GO_0008150', 'GO_0009295', 'GO_0043590', 'GO_0003674', 'GO_0006310', 'GO_0005737', 'GO_0000018', 'GO_0003690', 'GO_0005575'}"
SO_1557,"{'GO_0046930', 'GO_0006811', 'GO_0034220', 'GO_0009279', 'GO_0016020', 'GO_0015288'}"
SO_1558,"{'GO_0006817', 'GO_0000976', 'GO_0000156', 'GO_0000160', 'GO_0032993', 'GO_0006355', 'GO_0003677', 'GO_0005737', 'GO_0005829'}"
SO_1559,"{'GO_0004721', 'GO_0006817', 'GO_0004673', 'GO_0000160', 'GO_0005886', 'GO_0000155', 'GO_0006355', 'GO_0016301', 'GO_0016036', 'GO_0016020'}"
SO_1560,"{'GO_0006817', 'GO_0005576', 'GO_0042597', 'GO_0007155', 'GO_0042301'}"
SO_1561,"{'GO_0006508', 'GO_0008237', 'GO_0046872', 'GO_0005737', 'GO_0008270'}"
SO_1562,"{'GO_0006313', 'GO_0016020', 'GO_0003677', 'GO_0004803'}"
SO_1563,"{'GO_0034599', 'GO_0098869', 'GO_0006979', 'GO_0004601'}"
SO_1565,"{'GO_0016020', 'GO_0098655', 'GO_0008324', 'GO_0006812'}"
SO_1566,"{'GO_0016747', 'GO_0008150', 'GO_0016746', 'GO_0008080'}"
SO_1568,"{'GO_0008150', 'GO_0003674', 'GO_0005575'}"
SO_1569,"{'GO_0008150', 'GO_0003674', 'GO_0016020'}"
SO_1570,"{'GO_0008150', 'GO_0052621', 'GO_0016779', 'GO_0043709', 'GO_1902201', 'GO_0005886', 'GO_0003674', 'GO_0016020'}"
