0,1
SO_1109,"{'GO_0046872', 'GO_0005886', 'GO_0016740'}"
SO_1111,"{'GO_0005829', 'GO_0006826', 'GO_0008199', 'GO_0020037', 'GO_0006879', 'GO_0046872', 'GO_0006880', 'GO_0004322', 'GO_0005506'}"
SO_1112,"{'GO_0005829', 'GO_0006826', 'GO_0008199', 'GO_0020037', 'GO_0006879', 'GO_0046872', 'GO_0006880', 'GO_0004322', 'GO_0005506'}"
SO_1114,"{'GO_0006281', 'GO_0009432', 'GO_0000287', 'GO_0042276', 'GO_0003677', 'GO_0006261', 'GO_0006974', 'GO_0003684', 'GO_0046872', 'GO_0005737', 'GO_0006260', 'GO_0003887'}"
SO_1115,"{'GO_0005829', 'GO_0006508', 'GO_0070573', 'GO_0016805', 'GO_0103046', 'GO_0016787'}"
SO_1117,"{'GO_0006508', 'GO_0004177', 'GO_0008233', 'GO_0005737', 'GO_0030145', 'GO_0070006'}"
SO_1120,"{'GO_0015205', 'GO_0015207', 'GO_1904823', 'GO_0005886', 'GO_0015853', 'GO_0055085', 'GO_0016020'}"
SO_1121,"{'GO_0005829', 'GO_0055129', 'GO_0016301', 'GO_0006561', 'GO_0005524', 'GO_0008652', 'GO_0005737', 'GO_0003723', 'GO_0004349'}"
SO_1122,"{'GO_0006561', 'GO_0004350', 'GO_0050661', 'GO_0008652', 'GO_0005737', 'GO_0055129', 'GO_0016491'}"
SO_1124,"{'GO_0006412', 'GO_0106074', 'GO_0016829', 'GO_0002161'}"
SO_1126,"{'GO_0005829', 'GO_0044183', 'GO_0006457', 'GO_0042026', 'GO_0051082', 'GO_0051085', 'GO_0016887', 'GO_0031072', 'GO_0005524', 'GO_0140662'}"
SO_1127,"{'GO_0006457', 'GO_0042026', 'GO_0008270', 'GO_0051082', 'GO_0051085', 'GO_0009408', 'GO_0031072', 'GO_0046872', 'GO_0005524', 'GO_0005737', 'GO_0006260'}"
SO_1130,"{'GO_0004803', 'GO_0003677', 'GO_0006313', 'GO_0015074'}"
SO_1133,"{'GO_0004803', 'GO_0003677', 'GO_0006313', 'GO_0015074'}"
SO_1136,"{'GO_0005829', 'GO_0016787', 'GO_0003724', 'GO_0003676', 'GO_0005524', 'GO_0004386', 'GO_0005737'}"
SO_1137,"{'GO_0006508', 'GO_0004222', 'GO_0046872', 'GO_0008237', 'GO_0016020', 'GO_0051603'}"
SO_1140,"{'GO_0005829', 'GO_0019877', 'GO_0051287', 'GO_0009085', 'GO_0016491', 'GO_0009089', 'GO_0016726', 'GO_0050661', 'GO_0005737', 'GO_0008839'}"
SO_1141,"{'GO_0004359', 'GO_0044205', 'GO_0006221', 'GO_0016874', 'GO_0006526', 'GO_0005524', 'GO_0005951', 'GO_0004088', 'GO_0005737', 'GO_0006207', 'GO_0006541'}"
SO_1142,"{'GO_0044205', 'GO_0006221', 'GO_0016874', 'GO_0006526', 'GO_0005524', 'GO_0046872', 'GO_0004088', 'GO_0005737', 'GO_0004087', 'GO_0006541'}"
SO_1144,"{'GO_0016020', 'GO_0007165', 'GO_0006935'}"
SO_1145,"{'GO_0015693', 'GO_1903830', 'GO_0005886', 'GO_0046872', 'GO_0016020', 'GO_0015095'}"
SO_1148,"{'GO_0003824', 'GO_0004519', 'GO_0006506'}"
SO_1149,"{'GO_0008168', 'GO_0032259', 'GO_0031167', 'GO_0006364', 'GO_0005737', 'GO_0003723', 'GO_0016434', 'GO_0008649'}"
SO_1150,"{'GO_0005829', 'GO_0006098', 'GO_0009052', 'GO_0004751', 'GO_0044281', 'GO_0016853', 'GO_0006014'}"
SO_1153,"{'GO_0003676', 'GO_0006139', 'GO_0008408', 'GO_0004527'}"
SO_1156,"{'GO_0044718', 'GO_0015343', 'GO_0038023', 'GO_0015344', 'GO_0015891', 'GO_0009279', 'GO_0033214'}"
SO_1158,"{'GO_0016722', 'GO_0003677', 'GO_0008199'}"
SO_1159,"{'GO_0008408', 'GO_0016779', 'GO_0006260', 'GO_0071897', 'GO_0003887'}"
SO_1160,"{'GO_0005737', 'GO_0008999', 'GO_0008080', 'GO_0016746'}"
SO_1161,"{'GO_0016992', 'GO_0051539', 'GO_0009107', 'GO_0046872', 'GO_0005737', 'GO_0016740'}"
SO_1162,"{'GO_0005737', 'GO_0033819', 'GO_0016746'}"
SO_1164,"{'GO_0006508', 'GO_0004180', 'GO_0009002', 'GO_0008233', 'GO_0009252'}"
SO_1165,"{'GO_0005886', 'GO_0042834', 'GO_0016829', 'GO_0071555', 'GO_0008932', 'GO_0000270', 'GO_0009279'}"
SO_1166,"{'GO_0008933', 'GO_0016798', 'GO_0009253'}"
SO_1167,"{'GO_0032153', 'GO_0005886', 'GO_0008955', 'GO_0015836', 'GO_0016020', 'GO_0015648', 'GO_0008360', 'GO_0071555', 'GO_0016757', 'GO_0009252', 'GO_0051301'}"
SO_1169,"{'GO_0070038', 'GO_0008168', 'GO_0032259', 'GO_0031167', 'GO_0005737', 'GO_0006364'}"
SO_1170,"{'GO_0043023', 'GO_0006417', 'GO_0042256', 'GO_0017148', 'GO_0090071', 'GO_0005737'}"
SO_1171,"{'GO_0009435', 'GO_0016779', 'GO_0004515', 'GO_0005524', 'GO_0070566', 'GO_0019363', 'GO_0009165'}"
SO_1172,"{'GO_0009360', 'GO_0016779', 'GO_0003677', 'GO_0006261', 'GO_0006260', 'GO_0071897', 'GO_0003887'}"
SO_1173,"{'GO_0001530', 'GO_0043165', 'GO_0015920', 'GO_0009279', 'GO_0019867'}"
SO_1174,"{'GO_0005829', 'GO_0006418', 'GO_0004823', 'GO_0004812', 'GO_0006412', 'GO_0006429', 'GO_0002161', 'GO_0005524', 'GO_0005737', 'GO_0106074'}"
SO_1177,"{'GO_0042158', 'GO_0016410', 'GO_0005886', 'GO_0016746', 'GO_0016020'}"
SO_1179,"{'GO_0004222', 'GO_0008270', 'GO_0046872', 'GO_0004519', 'GO_0042254', 'GO_0004521', 'GO_0005737', 'GO_0006364'}"
SO_1180,"{'GO_0005829', 'GO_0005737', 'GO_0005524'}"
SO_1181,"{'GO_0005829', 'GO_0035596', 'GO_0051539', 'GO_0035600', 'GO_0006400', 'GO_0008033', 'GO_0046872', 'GO_0035597', 'GO_0005737', 'GO_0016740'}"
SO_1183,"{'GO_0071949', 'GO_0004497', 'GO_0016705', 'GO_0008682', 'GO_0006744'}"
SO_1184,"{'GO_0005737', 'GO_0004045', 'GO_0016787', 'GO_0006412'}"
SO_1185,"{'GO_0043023', 'GO_0017111', 'GO_0016887', 'GO_0005525', 'GO_0005524', 'GO_0016787', 'GO_0005737'}"
SO_1191,"{'GO_0032784', 'GO_0006414', 'GO_0003677', 'GO_0003746', 'GO_0006354', 'GO_0070063'}"
SO_1193,"{'GO_0006886', 'GO_0006605', 'GO_0065002', 'GO_0043952', 'GO_0005886', 'GO_0015031', 'GO_0015450'}"
SO_1194,"{'GO_0006886', 'GO_0006605', 'GO_0065002', 'GO_0043952', 'GO_0005886', 'GO_0015031', 'GO_0015450'}"
SO_1196,"{'GO_0008168', 'GO_0032259', 'GO_0031167', 'GO_0008650', 'GO_0042254', 'GO_0001510', 'GO_0005737', 'GO_0006364'}"
SO_1197,"{'GO_0006508', 'GO_0030163', 'GO_0004222', 'GO_0005886', 'GO_0008233', 'GO_0016887', 'GO_0004176', 'GO_0008237', 'GO_0005524', 'GO_0016020', 'GO_0046872', 'GO_0008270'}"
SO_1198,"{'GO_0005829', 'GO_0004156', 'GO_0016740', 'GO_0046872', 'GO_0046656', 'GO_0009396', 'GO_0046654'}"
SO_1199,"{'GO_0005829', 'GO_0000287', 'GO_0006048', 'GO_0004615', 'GO_0008966', 'GO_0046872', 'GO_0016853', 'GO_0005975', 'GO_0016868', 'GO_0009252'}"
SO_1200,"{'GO_0005829', 'GO_0006096', 'GO_0004807', 'GO_0019563', 'GO_0016853', 'GO_0006094', 'GO_0005737', 'GO_0046166'}"
SO_1201,"{'GO_0065002', 'GO_0043952', 'GO_0005886', 'GO_0009306', 'GO_0015450', 'GO_0015031', 'GO_0016020'}"
SO_1202,"{'GO_0005829', 'GO_0006412', 'GO_0000028', 'GO_0042274', 'GO_0042254', 'GO_0005737'}"
SO_1203,"{'GO_0005829', 'GO_0003700', 'GO_0006353', 'GO_0031564', 'GO_0000166', 'GO_0005737', 'GO_0003723'}"
SO_1204,"{'GO_0097216', 'GO_0005525', 'GO_0006412', 'GO_0003924', 'GO_0003743', 'GO_0005737', 'GO_0006413'}"
SO_1205,"{'GO_0005829', 'GO_0030490', 'GO_0043024', 'GO_0042254', 'GO_0005737', 'GO_0006364'}"
SO_1206,"{'GO_0001522', 'GO_1990481', 'GO_0009982', 'GO_0006400', 'GO_0008033', 'GO_0006396', 'GO_0140098', 'GO_0160148', 'GO_0016853', 'GO_0003723', 'GO_0031119'}"
SO_1207,"{'GO_0019843', 'GO_1990904', 'GO_0003735', 'GO_0006412', 'GO_0005737', 'GO_0022627', 'GO_0043229', 'GO_0005840'}"
SO_1208,"{'GO_0052621', 'GO_0016020', 'GO_0016779'}"
SO_1209,"{'GO_0005829', 'GO_0006402', 'GO_0004654', 'GO_0000287', 'GO_0000175', 'GO_0006401', 'GO_0016779', 'GO_0006396', 'GO_0046872', 'GO_0005737', 'GO_0003723'}"
SO_1210,"{'GO_0005886', 'GO_0009279', 'GO_0046813'}"
SO_1211,"{'GO_0005829', 'GO_0006449', 'GO_0097216', 'GO_0016150', 'GO_0005525', 'GO_0006412', 'GO_0003924', 'GO_0016149', 'GO_0005737', 'GO_0006415'}"
SO_1214,"{'GO_0005886', 'GO_1901642', 'GO_0016020', 'GO_0015293', 'GO_0005337'}"
SO_1215,"{'GO_1901642', 'GO_0005337', 'GO_0009279'}"
SO_1217,"{'GO_0004139', 'GO_0016052', 'GO_0006018', 'GO_0003824', 'GO_0009264', 'GO_0046386', 'GO_0005737', 'GO_0016829'}"
SO_1218,"{'GO_0005829', 'GO_0006206', 'GO_0046104', 'GO_0006213', 'GO_0016763', 'GO_0009032', 'GO_0016757', 'GO_0004645'}"
SO_1219,"{'GO_0005829', 'GO_0006015', 'GO_0000287', 'GO_0006018', 'GO_0030145', 'GO_0016853', 'GO_0043094', 'GO_0046872', 'GO_0008973', 'GO_0005737', 'GO_0009117'}"
SO_1221,"{'GO_0005829', 'GO_0042278', 'GO_0009164', 'GO_0004731', 'GO_0016757', 'GO_0006152', 'GO_0009116'}"
SO_1223,"{'GO_0006564', 'GO_0000287', 'GO_0036424', 'GO_0046872', 'GO_0016787', 'GO_0005737'}"
SO_1226,"{'GO_0006508', 'GO_0140664', 'GO_0008233', 'GO_0016887', 'GO_0000725', 'GO_0003677', 'GO_0046872', 'GO_0003684', 'GO_0005524', 'GO_0006281'}"
SO_1228,"{'GO_0005829', 'GO_0045893', 'GO_0000156', 'GO_0001216', 'GO_0045892', 'GO_0000976', 'GO_0006355', 'GO_0001217', 'GO_0003677', 'GO_0000160', 'GO_0032993'}"
SO_1229,"{'GO_0030288', 'GO_0030246', 'GO_0042597'}"
SO_1230,"{'GO_0000155', 'GO_0016301', 'GO_0000160', 'GO_0016020', 'GO_0004673'}"
SO_1231,"{'GO_0005737', 'GO_0006457', 'GO_0051259'}"
SO_1232,"{'GO_0030288', 'GO_0009061', 'GO_0042597', 'GO_0009033', 'GO_0050626', 'GO_0043546', 'GO_0046872', 'GO_0009055', 'GO_0030151', 'GO_0016491'}"
SO_1233,"{'GO_0009061', 'GO_0005886', 'GO_0020037', 'GO_0009276', 'GO_0046872', 'GO_0016020', 'GO_0009055', 'GO_0005506'}"
SO_1236,"{'GO_0015205', 'GO_0015208', 'GO_1904823', 'GO_0005886', 'GO_0055085', 'GO_1903716', 'GO_0016020'}"
SO_1239,"{'GO_0008758', 'GO_0005886', 'GO_0046872', 'GO_0016787', 'GO_0009245'}"
SO_1241,"{'GO_0004803', 'GO_0003677', 'GO_0006313'}"
SO_1244,"{'GO_0004803', 'GO_0003677', 'GO_0006313', 'GO_0016020'}"
SO_1248,"{'GO_0006744', 'GO_0046872', 'GO_0051539'}"
SO_1249,"{'GO_0006744', 'GO_0046872', 'GO_0051539', 'GO_0016787'}"
SO_1251,"{'GO_0051536', 'GO_0005737', 'GO_0046872'}"
SO_1252,"{'GO_0005829', 'GO_0006508', 'GO_0008233'}"
SO_1258,"{'GO_0046040', 'GO_0044208', 'GO_0000287', 'GO_0004019', 'GO_0005525', 'GO_0000166', 'GO_0016874', 'GO_0046872', 'GO_0005737', 'GO_0006164'}"
SO_1259,"{'GO_0006355', 'GO_0003700', 'GO_0000976'}"
SO_1261,"{'GO_0004792', 'GO_0016783', 'GO_0016784', 'GO_0016740'}"
SO_1265,"{'GO_0003677', 'GO_0003700', 'GO_0006355'}"
SO_1267,"{'GO_0033969', 'GO_0016811', 'GO_0016787', 'GO_0006598', 'GO_0006541'}"
SO_1268,"{'GO_0034024', 'GO_0016879', 'GO_0016874', 'GO_0006598', 'GO_0004356', 'GO_0006542'}"
SO_1269,"{'GO_0006310', 'GO_0032196', 'GO_0004803', 'GO_0003677', 'GO_0006313'}"
SO_1270,"{'GO_0042597', 'GO_0019808', 'GO_0015846'}"
SO_1271,"{'GO_1902047', 'GO_0005886', 'GO_0016887', 'GO_0055085', 'GO_0043190', 'GO_0005524', 'GO_0032991', 'GO_0016787', 'GO_0015417', 'GO_0015846'}"
SO_1272,"{'GO_0005886', 'GO_0016020', 'GO_0055085'}"
SO_1273,"{'GO_0005886', 'GO_0016020', 'GO_0055085'}"
SO_1275,"{'GO_0005829', 'GO_0016620', 'GO_0009013', 'GO_0019145', 'GO_0004777', 'GO_0009450', 'GO_0016491'}"
SO_1276,"{'GO_0005829', 'GO_0009448', 'GO_0034386', 'GO_0003867', 'GO_0008483', 'GO_0030170', 'GO_0009450'}"
SO_1277,"{'GO_0035442', 'GO_0015333', 'GO_0005886', 'GO_0071916', 'GO_0055085', 'GO_0042802', 'GO_0042939', 'GO_0015833', 'GO_0016020', 'GO_0042937', 'GO_1902600', 'GO_1904680'}"
SO_1278,"{'GO_0016020', 'GO_0007165', 'GO_0006935'}"
SO_1284,"{'GO_0016987', 'GO_0006355', 'GO_0003677', 'GO_0010468', 'GO_0006352', 'GO_0005737', 'GO_2000142'}"
SO_1286,"{'GO_0003896', 'GO_1990077', 'GO_0006269', 'GO_0008270', 'GO_0016779', 'GO_0000428', 'GO_0003677', 'GO_0046872', 'GO_0005737', 'GO_0006260'}"
SO_1288,"{'GO_1990904', 'GO_0006412', 'GO_0003735', 'GO_0005840'}"
SO_1289,"{'GO_0070525', 'GO_0016747', 'GO_0002949', 'GO_0006400', 'GO_0008033', 'GO_0016746', 'GO_0046872', 'GO_0061711', 'GO_0005737', 'GO_0005506'}"
SO_1290,"{'GO_0043772', 'GO_0005886', 'GO_0006644', 'GO_0008654', 'GO_0016740'}"
SO_1292,"{'GO_0016301', 'GO_0003848', 'GO_0005524', 'GO_0046656', 'GO_0009396', 'GO_0046654'}"
SO_1293,"{'GO_0046677', 'GO_0050380', 'GO_0005886', 'GO_0016020', 'GO_0071555', 'GO_0008360', 'GO_0016787', 'GO_0009252'}"
SO_1294,"{'GO_0008168', 'GO_0032259', 'GO_0031167', 'GO_0046872', 'GO_0052911'}"
SO_1295,"{'GO_0009279', 'GO_0043580', 'GO_0042834', 'GO_0008289', 'GO_0030258', 'GO_0005576', 'GO_0019867'}"
SO_1296,"{'GO_0042245', 'GO_0004112', 'GO_0000287', 'GO_0004810', 'GO_0016779', 'GO_0006396', 'GO_0008033', 'GO_0046872', 'GO_0005524', 'GO_0000049', 'GO_0016787', 'GO_0016791', 'GO_0003723', 'GO_0001680'}"
SO_1301,"{'GO_0016597', 'GO_0044205', 'GO_0006520', 'GO_0006221', 'GO_0004070', 'GO_0009220', 'GO_0006207', 'GO_0016740'}"
SO_1302,"{'GO_0005254', 'GO_0055085', 'GO_0006821', 'GO_0034707', 'GO_0016020', 'GO_0005247', 'GO_0034220', 'GO_1902476'}"
SO_1304,"{'GO_0005829', 'GO_0106035', 'GO_0051539', 'GO_0016226', 'GO_0046872', 'GO_0051536', 'GO_0051537', 'GO_0005506'}"
SO_1307,"{'GO_0006833', 'GO_0015250', 'GO_0005886', 'GO_0055085', 'GO_0016020'}"
SO_1310,"{'GO_0006508', 'GO_0008236', 'GO_0008233', 'GO_0016787', 'GO_0004252'}"
SO_1311,"{'GO_0003677', 'GO_0000160', 'GO_0016020', 'GO_0006355'}"
SO_1313,"{'GO_0016301', 'GO_0009254', 'GO_0005524', 'GO_0097175', 'GO_0006040', 'GO_0016773'}"
SO_1314,"{'GO_0004222', 'GO_0042834', 'GO_0046872', 'GO_0016020', 'GO_0000920', 'GO_0016787'}"
SO_1315,"{'GO_0005829', 'GO_0006418', 'GO_0004831', 'GO_0043039', 'GO_0004812', 'GO_0006412', 'GO_0005524', 'GO_0005737', 'GO_0003723', 'GO_0006437'}"
SO_1321,"{'GO_0043757', 'GO_0005886', 'GO_0048472', 'GO_0016874', 'GO_0016020', 'GO_0009236'}"
SO_1322,"{'GO_0005829', 'GO_0019509', 'GO_0009164', 'GO_0019284', 'GO_0008782', 'GO_0008930', 'GO_0016787', 'GO_0009086'}"
SO_1324,"{'GO_0051539', 'GO_0004355', 'GO_0016491'}"
SO_1325,"{'GO_0015930', 'GO_0006537', 'GO_0019676', 'GO_0051538', 'GO_0046872', 'GO_0006541', 'GO_0004355', 'GO_0016491'}"
SO_1328,"{'GO_0003700', 'GO_0006355', 'GO_0032993'}"
SO_1329,"{'GO_0004016', 'GO_0035556', 'GO_0016020', 'GO_0016829', 'GO_0009190'}"
SO_1330,"{'GO_0006298', 'GO_0003677', 'GO_0004519', 'GO_0005737', 'GO_0006281', 'GO_0006304'}"
SO_1331,"{'GO_0005737', 'GO_0006402', 'GO_0034353', 'GO_0016462', 'GO_0016787', 'GO_0016818'}"
SO_1332,"{'GO_0008965', 'GO_0009401', 'GO_0016772', 'GO_0046872', 'GO_0005737', 'GO_0016740'}"
SO_1334,"{'GO_0008961', 'GO_0005886', 'GO_0042158', 'GO_0016740'}"
SO_1335,"{'GO_0005829', 'GO_0008168', 'GO_0032259', 'GO_0004799', 'GO_0006235', 'GO_0005737', 'GO_0009165', 'GO_0006231'}"
SO_1336,"{'GO_0015385', 'GO_0006885', 'GO_0015081', 'GO_0035725', 'GO_0005886', 'GO_0055085', 'GO_0016020', 'GO_0015297', 'GO_0006814'}"
SO_1338,"{'GO_0003677', 'GO_0003700', 'GO_0006355', 'GO_2000142'}"
SO_1341,"{'GO_0008734', 'GO_0009435', 'GO_0044318', 'GO_0005737', 'GO_0019363', 'GO_0034628', 'GO_0016491'}"
SO_1342,"{'GO_0016987', 'GO_0006355', 'GO_0003677', 'GO_0006352', 'GO_2000142'}"
SO_1343,"{'GO_0045892', 'GO_0005886', 'GO_0016989'}"
SO_1344,"{'GO_0032885', 'GO_0030288', 'GO_0042597', 'GO_0045152'}"
SO_1346,"{'GO_0097216', 'GO_0006414', 'GO_0005886', 'GO_0043022', 'GO_0045727', 'GO_0005525', 'GO_0006412', 'GO_0003924', 'GO_0016787', 'GO_0003746'}"
SO_1347,"{'GO_0006508', 'GO_0006465', 'GO_0008233', 'GO_0005886', 'GO_0016020', 'GO_0004252'}"
SO_1348,"{'GO_0019843', 'GO_0003725', 'GO_0006396', 'GO_0008033', 'GO_0010468', 'GO_0046872', 'GO_0004519', 'GO_0006397', 'GO_0004521', 'GO_0005737', 'GO_0003723', 'GO_0004525', 'GO_0006364'}"
SO_1349,"{'GO_0005829', 'GO_0019843', 'GO_0005886', 'GO_0070181', 'GO_0005525', 'GO_0000028', 'GO_0003924', 'GO_0042274', 'GO_0043024', 'GO_0042254', 'GO_0016787', 'GO_0005737', 'GO_0003723'}"
SO_1350,"{'GO_0006302', 'GO_0006281', 'GO_0006310', 'GO_0043590'}"
SO_1351,"{'GO_0005829', 'GO_0008615', 'GO_0016769', 'GO_0005737', 'GO_0033856', 'GO_0016740'}"
SO_1352,"{'GO_0006633', 'GO_0000287', 'GO_0046872', 'GO_0008897', 'GO_0005737', 'GO_0016740'}"
SO_1354,"{'GO_0005886', 'GO_0016020', 'GO_0050660'}"
SO_1355,"{'GO_0020037', 'GO_0005886', 'GO_0016020', 'GO_0017004'}"
SO_1356,"{'GO_0006614', 'GO_0016887', 'GO_0005525', 'GO_0003924', 'GO_0006612', 'GO_0016787', 'GO_0008312', 'GO_0005737', 'GO_0003723', 'GO_0048500'}"
SO_1357,"{'GO_1990904', 'GO_0003735', 'GO_0006412', 'GO_0015935', 'GO_0005737', 'GO_0043229', 'GO_0005840'}"
SO_1358,"{'GO_0043022', 'GO_0042274', 'GO_0042254', 'GO_0005737', 'GO_0005840', 'GO_0006364'}"
SO_1359,"{'GO_0005829', 'GO_0005737', 'GO_0008168', 'GO_0032259', 'GO_0006400', 'GO_0008033', 'GO_0002939', 'GO_0052906'}"
SO_1360,"{'GO_1990904', 'GO_0003735', 'GO_0006412', 'GO_0022625', 'GO_0005840'}"
SO_1361,"{'GO_0003849', 'GO_0009423', 'GO_0009073', 'GO_0008652', 'GO_0005737', 'GO_0016740'}"
SO_1362,"{'GO_0006571', 'GO_0004106', 'GO_0008977', 'GO_0019752', 'GO_0016853', 'GO_0004665', 'GO_0070403', 'GO_0046417', 'GO_0005737', 'GO_0016491'}"
SO_1363,"{'GO_0042542', 'GO_0016661', 'GO_0098869', 'GO_0051536', 'GO_0004601', 'GO_0003824', 'GO_0050418', 'GO_0046872', 'GO_0005737', 'GO_0051537', 'GO_0016491'}"
SO_1364,"{'GO_0051537', 'GO_0005886', 'GO_0016491'}"
SO_1366,"{'GO_0071805', 'GO_0015385', 'GO_0005886', 'GO_0015386', 'GO_0098719', 'GO_0051453', 'GO_0016020', 'GO_0015297', 'GO_1902600', 'GO_0006814'}"
SO_1367,"{'GO_0004106', 'GO_0009094', 'GO_0019752', 'GO_0016836', 'GO_0004664', 'GO_0016853', 'GO_0046417', 'GO_0005737', 'GO_0016829', 'GO_0016740'}"
SO_1368,"{'GO_0006508', 'GO_0004177', 'GO_0046872', 'GO_0008235', 'GO_0005737', 'GO_0030145', 'GO_0070006'}"
SO_1369,"{'GO_0015920', 'GO_0005886', 'GO_0055085', 'GO_0043190', 'GO_0016020'}"
SO_1370,"{'GO_0015920', 'GO_0005886', 'GO_0055085', 'GO_0043190', 'GO_0016020'}"
SO_1375,"{'GO_0006508', 'GO_0004181', 'GO_0004180', 'GO_0046872', 'GO_0008237'}"
SO_1381,"{'GO_0098869', 'GO_0008379', 'GO_0034599', 'GO_0016209', 'GO_0005737', 'GO_0045454', 'GO_0016491'}"
SO_1383,"{'GO_0005829', 'GO_0016787', 'GO_0003724', 'GO_0003676', 'GO_0005524', 'GO_0004386', 'GO_0005737'}"
SO_1385,"{'GO_0007165', 'GO_0016020', 'GO_0004888', 'GO_0006935'}"
SO_1388,"{'GO_0005737', 'GO_0004177', 'GO_0070006'}"
SO_1390,"{'GO_0003755', 'GO_0005737', 'GO_0006457', 'GO_0061077'}"
SO_1393,"{'GO_0003700', 'GO_0006355', 'GO_0000976', 'GO_0003677', 'GO_0009889', 'GO_0080090'}"
SO_1397,"{'GO_0102480', 'GO_0008835', 'GO_0003824', 'GO_0004131', 'GO_0016787'}"
SO_1404,"{'GO_0005829', 'GO_0019239', 'GO_0016787'}"
SO_1408,"{'GO_0004386', 'GO_0016887', 'GO_0003677', 'GO_0005524', 'GO_0016787'}"
SO_1414,"{'GO_0008202', 'GO_0016491', 'GO_0010181'}"
SO_1416,"{'GO_0003677', 'GO_0000160', 'GO_0006355'}"
SO_1417,"{'GO_0000155', 'GO_0016301', 'GO_0000160', 'GO_0007165', 'GO_0004673'}"
SO_1420,"{'GO_0006811', 'GO_0046930', 'GO_0055085', 'GO_0015288', 'GO_0016020', 'GO_0009279'}"
SO_1421,"{'GO_0008202', 'GO_0042597', 'GO_0046872', 'GO_0010181', 'GO_0016491'}"
SO_1422,"{'GO_0006355', 'GO_0043565', 'GO_0003700', 'GO_0006351'}"
SO_1429,"{'GO_0051539', 'GO_0030288', 'GO_0051536', 'GO_0009061', 'GO_0043546', 'GO_0046872', 'GO_0009055', 'GO_0030151', 'GO_0009389'}"
SO_1434,"{'GO_0007165', 'GO_0016020', 'GO_0004888', 'GO_0006935'}"
SO_1438,"{'GO_0006310', 'GO_0032196', 'GO_0004803', 'GO_0003677', 'GO_0006313'}"
SO_1440,"{'GO_0110001', 'GO_0004518', 'GO_0004540'}"
SO_1447,"{'GO_0070292', 'GO_0016410', 'GO_0004623', 'GO_0016746', 'GO_0008970', 'GO_0005737'}"
SO_1448,"{'GO_0003677', 'GO_0006310', 'GO_0015074'}"
SO_1455,"{'GO_0006508', 'GO_0046872', 'GO_0008237'}"
SO_1457,"{'GO_0008168', 'GO_0032259', 'GO_0009007', 'GO_0008170', 'GO_0003677'}"
SO_1460,"{'GO_0009307', 'GO_0019812', 'GO_0003677', 'GO_0004519', 'GO_0006304', 'GO_0009035'}"
SO_1461,"{'GO_0004674', 'GO_0005524', 'GO_0004672'}"
SO_1464,"{'GO_0004803', 'GO_0003677', 'GO_0006313', 'GO_0015074'}"
SO_1471,"{'GO_0046718', 'GO_0006310', 'GO_0015074', 'GO_0044826', 'GO_0003677', 'GO_0075713'}"
SO_1473,"{'GO_0005829', 'GO_0005737', 'GO_0003723', 'GO_0070929'}"
SO_1476,"{'GO_0043165', 'GO_0051205', 'GO_0009279', 'GO_0030674', 'GO_1990063', 'GO_0019867'}"
SO_1480,"{'GO_0043709', 'GO_0005886', 'GO_0016779', 'GO_1902201', 'GO_0052621', 'GO_0016020'}"
SO_1481,"{'GO_0005886', 'GO_0008324', 'GO_0016020', 'GO_0015297', 'GO_1902600', 'GO_0006813'}"
SO_1482,"{'GO_0044718', 'GO_0009279', 'GO_0015344', 'GO_0033214'}"
SO_1483,"{'GO_0006099', 'GO_0006097', 'GO_0004474', 'GO_0016746', 'GO_0005737'}"
SO_1484,"{'GO_0004451', 'GO_0046872', 'GO_0016829', 'GO_0019752'}"
SO_1490,"{'GO_0046872', 'GO_0004022', 'GO_0016491'}"
SO_1493,"{'GO_0004134', 'GO_0005975', 'GO_0016757', 'GO_0102500'}"
SO_1495,"{'GO_0016798', 'GO_0005980', 'GO_0004133', 'GO_0004553'}"
SO_1498,"{'GO_0008878', 'GO_0005524', 'GO_0016779', 'GO_0005978'}"
SO_1499,"{'GO_0005829', 'GO_0009011', 'GO_0005978', 'GO_0033201', 'GO_0016757'}"
SO_1500,"{'GO_0000155', 'GO_0005886', 'GO_0016779', 'GO_0000160', 'GO_0052621', 'GO_0016020', 'GO_0071555'}"
SO_1501,"{'GO_0005829', 'GO_0016787', 'GO_0003724', 'GO_0003676', 'GO_0005524', 'GO_0004386', 'GO_0005737'}"
SO_1505,"{'GO_1904680', 'GO_0015833', 'GO_0016020', 'GO_0055085'}"
SO_1506,"{'GO_0046677', 'GO_0005886', 'GO_0055085', 'GO_0042908', 'GO_0016020', 'GO_0015297', 'GO_0042910'}"
SO_1510,"{'GO_0004803', 'GO_0003677', 'GO_0006313'}"
SO_1511,"{'GO_0004803', 'GO_0003677', 'GO_0006313'}"
SO_1514,"{'GO_0004803', 'GO_0003677', 'GO_0006313', 'GO_0015074'}"
SO_1519,"{'GO_0051536', 'GO_0046872', 'GO_0019516'}"
SO_1521,"{'GO_0008720', 'GO_1903457', 'GO_0071949', 'GO_0003824', 'GO_0046872', 'GO_0050660', 'GO_0051536', 'GO_0004458', 'GO_0016491'}"
SO_1522,"{'GO_0035873', 'GO_0015129', 'GO_0005886', 'GO_0015727', 'GO_1902600', 'GO_0015295'}"
