SAMPLES,CONCEPTS
GSM1603392,"['GO_0071213', 'GO_0004140', 'GO_0051721', 'GO_0051127', 'GO_0006013', 'GO_0008490', 'GO_0005597', 'GO_0048310', 'GO_0031304', 'GO_0080088']"
GSM1603393,"['GO_0071213', 'GO_0004140', 'GO_0051721', 'GO_0051127', 'GO_0006013', 'GO_0008490', 'GO_0005597', 'GO_0048310', 'GO_0031304', 'GO_0080088']"
GSM530258,"['GO_0007611', 'GO_0036087', 'GO_0047756', 'GO_2001112', 'GO_1905863', 'GO_0071188', 'GO_0098610', 'GO_0018610', 'GO_0102920', 'GO_0016556']"
GSM530259,"['GO_0007611', 'GO_0036087', 'GO_0047756', 'GO_2001112', 'GO_1905863', 'GO_0071188', 'GO_0098610', 'GO_0018610', 'GO_0102920', 'GO_0016556']"
GSM1602341,"['GO_0051151', 'GO_1902378', 'GO_0006062', 'GO_1902090', 'GO_0034890', 'GO_0099567', 'GO_0038127', 'GO_1903774', 'GO_1903315', 'GO_0033277']"
GSM1602342,"['GO_0051151', 'GO_1902378', 'GO_0006062', 'GO_1902090', 'GO_0034890', 'GO_0099567', 'GO_0038127', 'GO_1903774', 'GO_1903315', 'GO_0033277']"
GSM1602343,"['GO_0051151', 'GO_0017105', 'GO_1902090', 'GO_0033481', 'GO_0099567', 'GO_0010955', 'GO_0033277', 'GO_1903774', 'GO_0038127', 'GO_0044035']"
GSM1602344,"['GO_0051151', 'GO_0017105', 'GO_1902090', 'GO_0033481', 'GO_0099567', 'GO_0010955', 'GO_0033277', 'GO_1903774', 'GO_0038127', 'GO_0044035']"
GSM1602345,"['GO_0051151', 'GO_1902378', 'GO_0006062', 'GO_0034890', 'GO_0038127', 'GO_1903774', 'GO_0004153', 'GO_1903315', 'GO_0030247', 'GO_1904147']"
GSM1602346,"['GO_0051151', 'GO_1902378', 'GO_0006062', 'GO_0034890', 'GO_0038127', 'GO_1903774', 'GO_0004153', 'GO_1903315', 'GO_0030247', 'GO_1904147']"
GSM1602347,"['GO_0098610', 'GO_0032554', 'GO_0000721', 'GO_0030514', 'GO_0005607', 'GO_0052674', 'GO_0018178', 'GO_0036087', 'GO_0071409', 'GO_0141204']"
GSM1602348,"['GO_0098610', 'GO_0032554', 'GO_0000721', 'GO_0030514', 'GO_0005607', 'GO_0052674', 'GO_0018178', 'GO_0036087', 'GO_0071409', 'GO_0141204']"
GSM1602349,"['GO_0017105', 'GO_0015826', 'GO_0033481', 'GO_0007394', 'GO_0044035', 'GO_0004465', 'GO_1905880', 'GO_0033374', 'GO_0000721', 'GO_0030514']"
GSM1602350,"['GO_0017105', 'GO_0015826', 'GO_0033481', 'GO_0007394', 'GO_0044035', 'GO_0004465', 'GO_1905880', 'GO_0033374', 'GO_0000721', 'GO_0030514']"
GSM1602351,"['GO_0030514', 'GO_0080144', 'GO_0000721', 'GO_0032554', 'GO_0098610', 'GO_0071409', 'GO_0098541', 'GO_0038189', 'GO_0018178', 'GO_0050709']"
GSM1602352,"['GO_0030514', 'GO_0080144', 'GO_0000721', 'GO_0032554', 'GO_0098610', 'GO_0071409', 'GO_0098541', 'GO_0038189', 'GO_0018178', 'GO_0050709']"
GSM1602353,"['GO_0098610', 'GO_0047147', 'GO_0071409', 'GO_0052674', 'GO_0019242', 'GO_0032554', 'GO_0099567', 'GO_0005607', 'GO_0018178', 'GO_0036087']"
GSM1602354,"['GO_0098610', 'GO_0047147', 'GO_0071409', 'GO_0052674', 'GO_0019242', 'GO_0032554', 'GO_0099567', 'GO_0005607', 'GO_0018178', 'GO_0036087']"
GSM1602355,"['GO_0017105', 'GO_0033481', 'GO_0015826', 'GO_0044035', 'GO_0007394', 'GO_0004465', 'GO_0071379', 'GO_1905880', 'GO_0033374', 'GO_0047147']"
GSM1602356,"['GO_0017105', 'GO_0033481', 'GO_0015826', 'GO_0044035', 'GO_0007394', 'GO_0004465', 'GO_0071379', 'GO_1905880', 'GO_0033374', 'GO_0047147']"
GSM1602357,"['GO_0080144', 'GO_0098541', 'GO_0071409', 'GO_0019242', 'GO_0098610', 'GO_0032554', 'GO_0030514', 'GO_1904236', 'GO_0000721', 'GO_0102684']"
GSM1602358,"['GO_0080144', 'GO_0098541', 'GO_0071409', 'GO_0019242', 'GO_0098610', 'GO_0032554', 'GO_0030514', 'GO_1904236', 'GO_0000721', 'GO_0102684']"
GSM2829281,"['GO_0048161', 'GO_0032832', 'GO_0071695', 'GO_0004140', 'GO_0033083', 'GO_0033836', 'GO_0017105', 'GO_1902090', 'GO_0045133', 'GO_0033277']"
GSM2829282,"['GO_0048161', 'GO_0032832', 'GO_0071695', 'GO_0004140', 'GO_0033083', 'GO_0033836', 'GO_0017105', 'GO_1902090', 'GO_0045133', 'GO_0033277']"
GSM2829283,"['GO_0048161', 'GO_0032832', 'GO_0017105', 'GO_0071695', 'GO_0004140', 'GO_0045133', 'GO_0030514', 'GO_0018178', 'GO_0085036', 'GO_0001598']"
GSM2829284,"['GO_0048161', 'GO_0032832', 'GO_0017105', 'GO_0071695', 'GO_0004140', 'GO_0045133', 'GO_0030514', 'GO_0018178', 'GO_0085036', 'GO_0001598']"
GSM2829285,"['GO_0048161', 'GO_0032832', 'GO_0071695', 'GO_0017105', 'GO_0004140', 'GO_0045133', 'GO_0030514', 'GO_0018178', 'GO_0085036', 'GO_1902090']"
GSM2829286,"['GO_0048161', 'GO_0032832', 'GO_0071695', 'GO_0017105', 'GO_0004140', 'GO_0045133', 'GO_0030514', 'GO_0018178', 'GO_0085036', 'GO_1902090']"
GSM2844065,"['GO_1902090', 'GO_0140469', 'GO_1904111', 'GO_0032410', 'GO_0097259', 'GO_1900368', 'GO_0044215', 'GO_0032555', 'GO_0060136', 'GO_0043879']"
GSM2844066,"['GO_1902090', 'GO_0140469', 'GO_1904111', 'GO_0032410', 'GO_0097259', 'GO_1900368', 'GO_0044215', 'GO_0032555', 'GO_0060136', 'GO_0043879']"
GSM2844067,"['GO_1902090', 'GO_0140469', 'GO_1904111', 'GO_0032410', 'GO_0097259', 'GO_1900368', 'GO_0044215', 'GO_0032555', 'GO_0060136', 'GO_0043879']"
GSM2844068,"['GO_1902090', 'GO_0140469', 'GO_0099567', 'GO_0044215', 'GO_0032410', 'GO_0097259', 'GO_0033836', 'GO_1902682', 'GO_0047147', 'GO_0061049']"
GSM2844069,"['GO_1902090', 'GO_0140469', 'GO_0099567', 'GO_0044215', 'GO_0032410', 'GO_0097259', 'GO_0033836', 'GO_1902682', 'GO_0047147', 'GO_0061049']"
GSM2844070,"['GO_1902090', 'GO_0140469', 'GO_0099567', 'GO_0044215', 'GO_0032410', 'GO_0097259', 'GO_0033836', 'GO_1902682', 'GO_0047147', 'GO_0061049']"
GSM2844071,"['GO_0140469', 'GO_0032410', 'GO_1902090', 'GO_1904111', 'GO_1900368', 'GO_0044215', 'GO_0097259', 'GO_0032555', 'GO_0018121', 'GO_0090705']"
GSM2844072,"['GO_0140469', 'GO_0032410', 'GO_1902090', 'GO_1904111', 'GO_1900368', 'GO_0044215', 'GO_0097259', 'GO_0032555', 'GO_0018121', 'GO_0090705']"
GSM2844073,"['GO_0140469', 'GO_0032410', 'GO_1902090', 'GO_1904111', 'GO_1900368', 'GO_0044215', 'GO_0097259', 'GO_0032555', 'GO_0018121', 'GO_0090705']"
GSM2844074,"['GO_0140469', 'GO_1902090', 'GO_0032410', 'GO_0044215', 'GO_0099567', 'GO_0097259', 'GO_1900368', 'GO_1902682', 'GO_0010880', 'GO_1904111']"
GSM2844075,"['GO_0140469', 'GO_1902090', 'GO_0032410', 'GO_0044215', 'GO_0099567', 'GO_0097259', 'GO_1900368', 'GO_1902682', 'GO_0010880', 'GO_1904111']"
GSM2844076,"['GO_0034752', 'GO_1904111', 'GO_0046787', 'GO_0070497', 'GO_0140469', 'GO_0032410', 'GO_0032555', 'GO_0070681', 'GO_1903306', 'GO_0102138']"
GSM2844077,"['GO_0034752', 'GO_1904111', 'GO_0046787', 'GO_0070497', 'GO_0140469', 'GO_0032410', 'GO_0032555', 'GO_0070681', 'GO_1903306', 'GO_0102138']"
GSM2844078,"['GO_0034752', 'GO_1904111', 'GO_0046787', 'GO_0070497', 'GO_0140469', 'GO_0032410', 'GO_0032555', 'GO_0070681', 'GO_1903306', 'GO_0102138']"
GSM2844079,"['GO_0034752', 'GO_1904111', 'GO_0046787', 'GO_0070497', 'GO_0140469', 'GO_0032410', 'GO_0032555', 'GO_0070681', 'GO_1903306', 'GO_0102138']"
GSM2844080,"['GO_0034752', 'GO_0099567', 'GO_0032410', 'GO_0140469', 'GO_1904111', 'GO_0070681', 'GO_0070497', 'GO_0044215', 'GO_0046787', 'GO_0060019']"
GSM2844081,"['GO_0034752', 'GO_0099567', 'GO_0032410', 'GO_0140469', 'GO_1904111', 'GO_0070681', 'GO_0070497', 'GO_0044215', 'GO_0046787', 'GO_0060019']"
GSM2844082,"['GO_0034752', 'GO_0099567', 'GO_0032410', 'GO_0140469', 'GO_1904111', 'GO_0070681', 'GO_0070497', 'GO_0044215', 'GO_0046787', 'GO_0060019']"
GSM2844083,"['GO_0034752', 'GO_0099567', 'GO_0032410', 'GO_0140469', 'GO_1904111', 'GO_0070681', 'GO_0070497', 'GO_0044215', 'GO_0046787', 'GO_0060019']"
GSM698488,"['GO_0018847', 'GO_1990180', 'GO_0033951', 'GO_0071188', 'GO_0018171', 'GO_0051321', 'GO_0005095', 'GO_0006967', 'GO_0005947', 'GO_0038192']"
GSM698489,"['GO_0018847', 'GO_1990180', 'GO_0033951', 'GO_0071188', 'GO_0005095', 'GO_0051321', 'GO_0018171', 'GO_0150119', 'GO_0006967', 'GO_0005947']"
GSM698490,"['GO_0018847', 'GO_1990180', 'GO_0033951', 'GO_0071188', 'GO_0005095', 'GO_0051321', 'GO_0018171', 'GO_0150119', 'GO_0006967', 'GO_0005947']"
GSM698491,"['GO_0018847', 'GO_1990180', 'GO_0033951', 'GO_0071188', 'GO_0018171', 'GO_0051321', 'GO_0005095', 'GO_0006967', 'GO_0005947', 'GO_0038192']"
GSM698492,"['GO_0018847', 'GO_1990180', 'GO_0033951', 'GO_0071188', 'GO_0018171', 'GO_0051321', 'GO_0005095', 'GO_0006967', 'GO_0005947', 'GO_0038192']"
GSM698493,"['GO_0018847', 'GO_1990180', 'GO_0033951', 'GO_0071188', 'GO_0018171', 'GO_0051321', 'GO_0005095', 'GO_0006967', 'GO_0005947', 'GO_0038192']"
GSM698494,"['GO_0018171', 'GO_1990180', 'GO_0018847', 'GO_0038192', 'GO_0071188', 'GO_0050460', 'GO_0006967', 'GO_0005947', 'GO_0033951', 'GO_0051321']"
GSM698495,"['GO_0018171', 'GO_1990180', 'GO_0018847', 'GO_0038192', 'GO_0071188', 'GO_0050460', 'GO_0006967', 'GO_0005947', 'GO_0033951', 'GO_0051321']"
GSM698496,"['GO_0018171', 'GO_0018847', 'GO_1990180', 'GO_0038192', 'GO_0071188', 'GO_0005095', 'GO_0050460', 'GO_0006967', 'GO_0033951', 'GO_0051321']"
GSM698497,"['GO_0018171', 'GO_1990180', 'GO_0018847', 'GO_0038192', 'GO_0071188', 'GO_0050460', 'GO_0006967', 'GO_0005947', 'GO_0033951', 'GO_0051321']"
GSM698498,"['GO_0018171', 'GO_1990180', 'GO_0018847', 'GO_0038192', 'GO_0071188', 'GO_0050460', 'GO_0006967', 'GO_0005947', 'GO_0033951', 'GO_0051321']"
GSM698499,"['GO_0018171', 'GO_1990180', 'GO_0018847', 'GO_0038192', 'GO_0071188', 'GO_0050460', 'GO_0006967', 'GO_0005947', 'GO_0033951', 'GO_0051321']"
GSM4291788,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291789,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291790,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291791,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291792,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291793,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291794,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291795,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291796,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291797,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291798,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291799,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291800,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291801,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291802,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291803,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291804,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291805,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291806,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291807,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291808,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291809,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291810,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291811,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291812,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291813,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291814,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291815,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291816,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291817,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291818,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291819,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291820,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291821,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291822,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291823,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291824,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291825,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291826,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291827,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291828,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291829,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291830,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291831,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291832,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291833,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291834,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291835,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291836,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291837,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291838,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291839,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291840,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291841,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291842,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291843,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291844,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291845,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291846,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291847,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291848,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291849,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291850,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291851,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291852,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291853,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291854,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291855,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291856,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291857,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291858,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291859,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291860,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291861,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291862,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291863,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291864,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291865,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291866,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291867,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291868,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
GSM4291869,"['GO_0000721', 'GO_0046119', 'GO_0019242', 'GO_0098610', 'GO_0034489', 'GO_0140366', 'GO_0018178', 'GO_0102684', 'GO_0006134', 'GO_0008824']"
