SAMPLES,CONCEPTS
GSM5315778,"['GO_0102835', 'GO_2000245', 'GO_0033027', 'GO_0021820', 'GO_1900128', 'GO_0047132', 'GO_0000721', 'GO_0002021', 'GO_1905339', 'GO_0004140']"
GSM5315779,"['GO_0102835', 'GO_1905339', 'GO_1900128', 'GO_0047132', 'GO_0070614', 'GO_0046257', 'GO_2000245', 'GO_0044286', 'GO_0045586', 'GO_0034752']"
GSM5315780,"['GO_1900128', 'GO_0102835', 'GO_1905339', 'GO_0070614', 'GO_0021820', 'GO_0071387', 'GO_0033027', 'GO_0034752', 'GO_0030190', 'GO_1901948']"
GSM5315781,"['GO_1990384', 'GO_0046257', 'GO_0070488', 'GO_0010975', 'GO_0018114', 'GO_0035272', 'GO_1990342', 'GO_0045050', 'GO_0000721', 'GO_0033591']"
GSM5315782,"['GO_1990384', 'GO_0046257', 'GO_0070488', 'GO_0010975', 'GO_0018114', 'GO_0035272', 'GO_1990342', 'GO_0045050', 'GO_0000721', 'GO_0033591']"
GSM5315783,"['GO_1990384', 'GO_0046257', 'GO_0070488', 'GO_0010975', 'GO_0018114', 'GO_0035272', 'GO_1990342', 'GO_0045050', 'GO_0000721', 'GO_0033591']"
GSM5315784,"['GO_0046257', 'GO_0045050', 'GO_1900128', 'GO_1902461', 'GO_0070614', 'GO_1990384', 'GO_0004435', 'GO_1901948', 'GO_0051398', 'GO_0033027']"
GSM5315785,"['GO_0046257', 'GO_0045050', 'GO_1900128', 'GO_1902461', 'GO_0070614', 'GO_1990384', 'GO_0004435', 'GO_1901948', 'GO_0051398', 'GO_0033027']"
GSM5315786,"['GO_0046257', 'GO_0045050', 'GO_1900128', 'GO_1902461', 'GO_0070614', 'GO_1990384', 'GO_0004435', 'GO_1901948', 'GO_0051398', 'GO_0033027']"
GSM6815314,"['GO_1900128', 'GO_2000245', 'GO_0006910', 'GO_0071695', 'GO_0021820', 'GO_0102835', 'GO_1905339', 'GO_0047132', 'GO_0033027', 'GO_0010975']"
GSM6815316,"['GO_1900128', 'GO_2000245', 'GO_0006910', 'GO_0071695', 'GO_0021820', 'GO_0102835', 'GO_1905339', 'GO_0047132', 'GO_0033027', 'GO_0010975']"
GSM6815317,"['GO_1900128', 'GO_2000245', 'GO_0006910', 'GO_0071695', 'GO_0021820', 'GO_0102835', 'GO_1905339', 'GO_0047132', 'GO_0033027', 'GO_0010975']"
GSM6815318,"['GO_2000245', 'GO_1905339', 'GO_0006910', 'GO_0102835', 'GO_1900128', 'GO_0010975', 'GO_0047132', 'GO_0070488', 'GO_0071695', 'GO_0021820']"
GSM6815319,"['GO_2000245', 'GO_1905339', 'GO_0006910', 'GO_0102835', 'GO_1900128', 'GO_0010975', 'GO_0047132', 'GO_0070488', 'GO_0071695', 'GO_0021820']"
GSM6815320,"['GO_2000245', 'GO_1905339', 'GO_0006910', 'GO_0102835', 'GO_1900128', 'GO_0010975', 'GO_0047132', 'GO_0070488', 'GO_0071695', 'GO_0021820']"
GSM6883000,"['GO_0006254', 'GO_0006910', 'GO_0090008', 'GO_2000853', 'GO_0019524', 'GO_0070748', 'GO_0062072', 'GO_0033836', 'GO_0006064', 'GO_1903803']"
GSM6883001,"['GO_0006254', 'GO_0006910', 'GO_0090008', 'GO_2000853', 'GO_0019524', 'GO_0070748', 'GO_0062072', 'GO_0033836', 'GO_0006064', 'GO_1903803']"
GSM6883002,"['GO_0006254', 'GO_0006910', 'GO_0090008', 'GO_2000853', 'GO_0019524', 'GO_0070748', 'GO_0062072', 'GO_0033836', 'GO_0006064', 'GO_1903803']"
GSM6883003,"['GO_0006254', 'GO_0006910', 'GO_0090008', 'GO_2000853', 'GO_0019524', 'GO_0070748', 'GO_0062072', 'GO_0006064', 'GO_0033836', 'GO_1903803']"
GSM6883004,"['GO_0006254', 'GO_0006910', 'GO_0090008', 'GO_2000853', 'GO_0019524', 'GO_0070748', 'GO_0062072', 'GO_0006064', 'GO_0033836', 'GO_1903803']"
GSM6883005,"['GO_0006254', 'GO_0006910', 'GO_0090008', 'GO_2000853', 'GO_0019524', 'GO_0070748', 'GO_0062072', 'GO_0006064', 'GO_0033836', 'GO_1903803']"
GSM6883006,"['GO_0006254', 'GO_0006910', 'GO_0090008', 'GO_0070748', 'GO_0006064', 'GO_2000853', 'GO_0019524', 'GO_0018660', 'GO_1903803', 'GO_0150021']"
GSM6883007,"['GO_0006254', 'GO_0006910', 'GO_0090008', 'GO_0070748', 'GO_0006064', 'GO_2000853', 'GO_0019524', 'GO_0018660', 'GO_1903803', 'GO_0150021']"
GSM6883008,"['GO_0006254', 'GO_0006910', 'GO_0090008', 'GO_0070748', 'GO_0006064', 'GO_2000853', 'GO_0019524', 'GO_0018660', 'GO_1903803', 'GO_0150021']"
GSM759814,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_1901905', 'GO_0030679', 'GO_0009746', 'GO_1904829', 'GO_0033212', 'GO_0003295']"
GSM759815,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_1901905', 'GO_0030679', 'GO_0009746', 'GO_1904829', 'GO_0033212', 'GO_0003295']"
GSM759816,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_1901905', 'GO_0030679', 'GO_0009746', 'GO_1904829', 'GO_0033212', 'GO_0003295']"
GSM759817,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_1901905', 'GO_0030679', 'GO_0009746', 'GO_1904829', 'GO_0033212', 'GO_0003295']"
GSM759818,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_1901905', 'GO_0030679', 'GO_0009746', 'GO_1904829', 'GO_0033212', 'GO_0003295']"
GSM759819,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_1901905', 'GO_0030679', 'GO_1904829', 'GO_0003295', 'GO_0070175', 'GO_0035272']"
GSM759820,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_1901905', 'GO_0030679', 'GO_1904829', 'GO_0003295', 'GO_0070175', 'GO_0035272']"
GSM759821,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_1901905', 'GO_0030679', 'GO_1904829', 'GO_0003295', 'GO_0070175', 'GO_0035272']"
GSM759822,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_1901905', 'GO_0030679', 'GO_1904829', 'GO_0003295', 'GO_0070175', 'GO_0035272']"
GSM759823,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_1901905', 'GO_0030679', 'GO_1904829', 'GO_0003295', 'GO_0070175', 'GO_0035272']"
GSM759824,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_1901905', 'GO_0030679', 'GO_1904829', 'GO_0003295', 'GO_0070175', 'GO_0035272']"
GSM759825,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_0030679', 'GO_1901905', 'GO_0003295', 'GO_1904829', 'GO_0035272', 'GO_0009746']"
GSM759826,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_0030679', 'GO_1901905', 'GO_0003295', 'GO_1904829', 'GO_0035272', 'GO_0009746']"
GSM759827,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_0030679', 'GO_1901905', 'GO_0003295', 'GO_1904829', 'GO_0035272', 'GO_0009746']"
GSM759828,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_0030679', 'GO_1901905', 'GO_0003295', 'GO_1904829', 'GO_0035272', 'GO_0009746']"
GSM759829,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_0030679', 'GO_1901905', 'GO_0003295', 'GO_1904829', 'GO_0035272', 'GO_0009746']"
GSM759830,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_0030679', 'GO_1901905', 'GO_0003295', 'GO_1904829', 'GO_0020028', 'GO_0035272']"
GSM759831,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_0030679', 'GO_1901905', 'GO_0003295', 'GO_1904829', 'GO_0020028', 'GO_0035272']"
GSM759832,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_0030679', 'GO_1901905', 'GO_0003295', 'GO_1904829', 'GO_0020028', 'GO_0035272']"
GSM759833,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_0030679', 'GO_1901905', 'GO_0003295', 'GO_1904829', 'GO_0020028', 'GO_0035272']"
GSM759834,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_0030679', 'GO_1901905', 'GO_0003295', 'GO_1904829', 'GO_0020028', 'GO_0035272']"
GSM759835,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_0030679', 'GO_1901905', 'GO_0003295', 'GO_1904829', 'GO_0020028', 'GO_0035272']"
GSM759836,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_0030679', 'GO_1901905', 'GO_1904829', 'GO_0003295', 'GO_0070175', 'GO_0035272']"
GSM759837,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_0030679', 'GO_1901905', 'GO_1904829', 'GO_0003295', 'GO_0070175', 'GO_0035272']"
GSM759838,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_0030679', 'GO_1901905', 'GO_1904829', 'GO_0003295', 'GO_0070175', 'GO_0035272']"
GSM759839,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_0030679', 'GO_1901905', 'GO_1904829', 'GO_0003295', 'GO_0070175', 'GO_0035272']"
GSM759840,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_0030679', 'GO_1901905', 'GO_1904829', 'GO_0003295', 'GO_0070175', 'GO_0035272']"
GSM759841,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_0030679', 'GO_1901905', 'GO_1904829', 'GO_0003295', 'GO_0070175', 'GO_0035272']"
GSM759842,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_0030679', 'GO_1901905', 'GO_1904829', 'GO_0003295', 'GO_0070175', 'GO_0020028']"
GSM759843,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_0030679', 'GO_1901905', 'GO_1904829', 'GO_0003295', 'GO_0070175', 'GO_0020028']"
GSM759844,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_0030679', 'GO_1901905', 'GO_1904829', 'GO_0003295', 'GO_0070175', 'GO_0020028']"
GSM759845,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_0030679', 'GO_1901905', 'GO_1904829', 'GO_0003295', 'GO_0070175', 'GO_0020028']"
GSM759846,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_0030679', 'GO_1901905', 'GO_1904829', 'GO_0003295', 'GO_0070175', 'GO_0020028']"
GSM759847,"['GO_0007374', 'GO_0051930', 'GO_0046904', 'GO_0010033', 'GO_0030679', 'GO_1901905', 'GO_1904829', 'GO_0003295', 'GO_0070175', 'GO_0020028']"
GSM759848,"['GO_1901905', 'GO_0030679', 'GO_0007374', 'GO_0051930', 'GO_0035272', 'GO_1904829', 'GO_0070175', 'GO_0032877', 'GO_0071421', 'GO_0006910']"
GSM759849,"['GO_1901905', 'GO_0030679', 'GO_0007374', 'GO_0051930', 'GO_0035272', 'GO_1904829', 'GO_0070175', 'GO_0032877', 'GO_0071421', 'GO_0006910']"
GSM759850,"['GO_1901905', 'GO_0030679', 'GO_0007374', 'GO_0051930', 'GO_0035272', 'GO_1904829', 'GO_0070175', 'GO_0032877', 'GO_0071421', 'GO_0006910']"
GSM759851,"['GO_1901905', 'GO_0030679', 'GO_0007374', 'GO_0051930', 'GO_0035272', 'GO_1904829', 'GO_0070175', 'GO_0032877', 'GO_0071421', 'GO_0006910']"
GSM759852,"['GO_1901905', 'GO_0030679', 'GO_0007374', 'GO_0051930', 'GO_0035272', 'GO_1904829', 'GO_0070175', 'GO_0032877', 'GO_0071421', 'GO_0006910']"
GSM1510142,"['GO_0003388', 'GO_0002028', 'GO_0004128', 'GO_0019778', 'GO_0044486', 'GO_0018460', 'GO_1902461', 'GO_0017190', 'GO_2000768', 'GO_0061827']"
GSM1510143,"['GO_0003388', 'GO_0002028', 'GO_0004128', 'GO_0019778', 'GO_0044486', 'GO_0018460', 'GO_1902461', 'GO_0017190', 'GO_2000768', 'GO_0061827']"
GSM1510144,"['GO_0003388', 'GO_0002028', 'GO_0004128', 'GO_0019778', 'GO_0044486', 'GO_0018460', 'GO_1902461', 'GO_0017190', 'GO_2000768', 'GO_0061827']"
GSM1510145,"['GO_0003388', 'GO_0002028', 'GO_0004128', 'GO_0019778', 'GO_0044486', 'GO_0018460', 'GO_1902461', 'GO_0017190', 'GO_2000768', 'GO_0061827']"
GSM1510146,"['GO_0003388', 'GO_0002028', 'GO_0004128', 'GO_0019778', 'GO_0044486', 'GO_0018460', 'GO_1902461', 'GO_0017190', 'GO_2000768', 'GO_0061827']"
GSM1510147,"['GO_0003388', 'GO_0002028', 'GO_0004128', 'GO_0019778', 'GO_0044486', 'GO_0018460', 'GO_1902461', 'GO_0017190', 'GO_2000768', 'GO_0061827']"
GSM1510148,"['GO_0002028', 'GO_0003388', 'GO_0044486', 'GO_0018460', 'GO_0019778', 'GO_1902461', 'GO_0004128', 'GO_0061827', 'GO_0140641', 'GO_0086033']"
GSM1510149,"['GO_0002028', 'GO_0003388', 'GO_0044486', 'GO_0018460', 'GO_0019778', 'GO_1902461', 'GO_0004128', 'GO_0061827', 'GO_0140641', 'GO_0086033']"
GSM1510150,"['GO_0002028', 'GO_0003388', 'GO_0044486', 'GO_0018460', 'GO_0019778', 'GO_1902461', 'GO_0004128', 'GO_0061827', 'GO_0140641', 'GO_0086033']"
GSM1510151,"['GO_0002028', 'GO_0003388', 'GO_0044486', 'GO_0018460', 'GO_0019778', 'GO_1902461', 'GO_0004128', 'GO_0061827', 'GO_0140641', 'GO_0086033']"
GSM1510152,"['GO_0002028', 'GO_0003388', 'GO_0044486', 'GO_0018460', 'GO_0019778', 'GO_1902461', 'GO_0004128', 'GO_0061827', 'GO_0140641', 'GO_0086033']"
GSM1510153,"['GO_0002028', 'GO_0003388', 'GO_0044486', 'GO_0018460', 'GO_0019778', 'GO_1902461', 'GO_0004128', 'GO_0061827', 'GO_0140641', 'GO_0086033']"
GSM5832424,"['GO_0035502', 'GO_0043195', 'GO_0005221', 'GO_0014906', 'GO_0019762', 'GO_1902730', 'GO_0047198', 'GO_0019505', 'GO_0008736', 'GO_0052896']"
GSM5832425,"['GO_0035502', 'GO_0043195', 'GO_0005221', 'GO_0014906', 'GO_0019762', 'GO_1902730', 'GO_0047198', 'GO_0019505', 'GO_0008736', 'GO_0052896']"
GSM5832426,"['GO_0035502', 'GO_0043195', 'GO_0005221', 'GO_0014906', 'GO_0019762', 'GO_1902730', 'GO_0047198', 'GO_0019505', 'GO_0008736', 'GO_0052896']"
GSM5832427,"['GO_0035502', 'GO_0043195', 'GO_0005221', 'GO_0014906', 'GO_0019762', 'GO_1902730', 'GO_0047198', 'GO_0019505', 'GO_0008736', 'GO_0052896']"
GSM5832428,"['GO_0035502', 'GO_0043195', 'GO_0005221', 'GO_0014906', 'GO_0019762', 'GO_1902730', 'GO_0047198', 'GO_0019505', 'GO_0008736', 'GO_0052896']"
GSM5832429,"['GO_0035502', 'GO_0043195', 'GO_0005221', 'GO_0014906', 'GO_0019762', 'GO_1902730', 'GO_0047198', 'GO_0019505', 'GO_0008736', 'GO_0052896']"
GSM6043288,"['GO_0080018', 'GO_0140415', 'GO_1905675', 'GO_0140599', 'GO_0043901', 'GO_0021814', 'GO_0007108', 'GO_0052457', 'GO_0010118', 'GO_0036230']"
GSM6043289,"['GO_0017120', 'GO_0080018', 'GO_0072177', 'GO_0010118', 'GO_0140415', 'GO_0052457', 'GO_1901147', 'GO_1905675', 'GO_0043901', 'GO_0102191']"
GSM6043290,"['GO_0098646', 'GO_0072597', 'GO_1900547', 'GO_0097144', 'GO_0071676', 'GO_0071728', 'GO_1904925', 'GO_0003980', 'GO_0016319', 'GO_0018878']"
GSM6043291,"['GO_0005863', 'GO_0010118', 'GO_0019295', 'GO_0140418', 'GO_0030604', 'GO_0017107', 'GO_0010176', 'GO_0017120', 'GO_1901147', 'GO_0080018']"
GSM6043292,"['GO_0000105', 'GO_0016541', 'GO_0031581', 'GO_0003986', 'GO_1904620', 'GO_0045190', 'GO_1903771', 'GO_0097683', 'GO_2000744', 'GO_0004665']"
GSM6043293,"['GO_0080018', 'GO_0140415', 'GO_1905675', 'GO_0140599', 'GO_0043901', 'GO_0021814', 'GO_0007108', 'GO_0052457', 'GO_0010118', 'GO_0036230']"
GSM6043294,"['GO_1990706', 'GO_0005863', 'GO_0060645', 'GO_1901147', 'GO_0080018', 'GO_0039623', 'GO_0003777', 'GO_0005363', 'GO_0071665', 'GO_0015005']"
GSM6043295,"['GO_1990706', 'GO_1901147', 'GO_0003208', 'GO_0016230', 'GO_0003777', 'GO_0070387', 'GO_0039623', 'GO_0051907', 'GO_0005363', 'GO_0030223']"
GSM6043296,"['GO_1905125', 'GO_1990706', 'GO_0047149', 'GO_0005363', 'GO_0072295', 'GO_0033027', 'GO_0047625', 'GO_1901147', 'GO_0002605', 'GO_0018130']"
GSM6043297,"['GO_0140415', 'GO_0036230', 'GO_1901147', 'GO_0007108', 'GO_0080018', 'GO_0035784', 'GO_0003777', 'GO_0039623', 'GO_0008047', 'GO_0075100']"
GSM6043298,"['GO_0140415', 'GO_0036230', 'GO_1901147', 'GO_0007108', 'GO_0080018', 'GO_0003777', 'GO_0035784', 'GO_0039623', 'GO_0008047', 'GO_0075100']"
GSM6043299,"['GO_1904925', 'GO_0080018', 'GO_0046757', 'GO_1905675', 'GO_0060911', 'GO_0004853', 'GO_0005456', 'GO_0120188', 'GO_0022013', 'GO_1902856']"
GSM5428381,"['GO_0020028', 'GO_0061065', 'GO_0006254', 'GO_0040029', 'GO_0031501', 'GO_0019078', 'GO_0070656', 'GO_0180004', 'GO_0071529', 'GO_0010809']"
GSM5428382,"['GO_0020028', 'GO_0061065', 'GO_0006254', 'GO_0040029', 'GO_0019078', 'GO_0070656', 'GO_0031501', 'GO_0180004', 'GO_0071529', 'GO_0007369']"
GSM5428383,"['GO_0020028', 'GO_0061065', 'GO_0006254', 'GO_0040029', 'GO_0019078', 'GO_0070656', 'GO_0180004', 'GO_0031501', 'GO_0071529', 'GO_0047149']"
GSM5428384,"['GO_0020028', 'GO_0061065', 'GO_0040029', 'GO_0006254', 'GO_0019078', 'GO_0070656', 'GO_0180004', 'GO_0071529', 'GO_0031501', 'GO_0007369']"
GSM7829287,"['GO_0006910', 'GO_0062072', 'GO_0099008', 'GO_0015203', 'GO_0070905', 'GO_0001808', 'GO_0031829', 'GO_0048853', 'GO_0101004', 'GO_1902795']"
GSM7829288,"['GO_0006910', 'GO_0062072', 'GO_0099008', 'GO_0015203', 'GO_0070905', 'GO_0001808', 'GO_0031829', 'GO_0048853', 'GO_0101004', 'GO_1902795']"
GSM7829289,"['GO_0006910', 'GO_0062072', 'GO_0099008', 'GO_0015203', 'GO_0070905', 'GO_0001808', 'GO_0031829', 'GO_0048853', 'GO_0101004', 'GO_1902795']"
GSM7829290,"['GO_0006910', 'GO_0062072', 'GO_0099008', 'GO_0015203', 'GO_0070905', 'GO_0001808', 'GO_0031829', 'GO_0048853', 'GO_0101004', 'GO_1902795']"
GSM7829291,"['GO_0070905', 'GO_0006910', 'GO_0015203', 'GO_0022012', 'GO_0098624', 'GO_0106196', 'GO_0062072', 'GO_0060717', 'GO_0001800', 'GO_1904240']"
GSM7829292,"['GO_0070905', 'GO_0006910', 'GO_0015203', 'GO_0022012', 'GO_0098624', 'GO_0106196', 'GO_0062072', 'GO_0060717', 'GO_0001800', 'GO_1904240']"
GSM7829293,"['GO_0070905', 'GO_0006910', 'GO_0015203', 'GO_0022012', 'GO_0098624', 'GO_0106196', 'GO_0062072', 'GO_0060717', 'GO_0001800', 'GO_1904240']"
GSM7829294,"['GO_0070905', 'GO_0006910', 'GO_0015203', 'GO_0022012', 'GO_0098624', 'GO_0106196', 'GO_0062072', 'GO_0060717', 'GO_0001800', 'GO_1904240']"
GSM7829295,"['GO_0006910', 'GO_0062072', 'GO_0099008', 'GO_0070905', 'GO_0015203', 'GO_0004140', 'GO_0001808', 'GO_0048853', 'GO_1901023', 'GO_1902795']"
GSM7829296,"['GO_0006910', 'GO_0062072', 'GO_0099008', 'GO_0070905', 'GO_0015203', 'GO_0004140', 'GO_0001808', 'GO_0048853', 'GO_1901023', 'GO_1902795']"
GSM7829297,"['GO_0006910', 'GO_0062072', 'GO_0099008', 'GO_0070905', 'GO_0015203', 'GO_0004140', 'GO_0001808', 'GO_0048853', 'GO_1901023', 'GO_1902795']"
GSM7829298,"['GO_0006910', 'GO_0062072', 'GO_0099008', 'GO_0070905', 'GO_0015203', 'GO_0004140', 'GO_0001808', 'GO_0048853', 'GO_1901023', 'GO_1902795']"
GSM7829432,"['GO_0047147', 'GO_2000347', 'GO_0015203', 'GO_1904620', 'GO_0009047', 'GO_0036087', 'GO_0140366', 'GO_0003367', 'GO_0071672', 'GO_0062013']"
GSM7829433,"['GO_0047147', 'GO_2000347', 'GO_0015203', 'GO_1904620', 'GO_0009047', 'GO_0036087', 'GO_0140366', 'GO_0003367', 'GO_0071672', 'GO_0062013']"
GSM7829434,"['GO_0047147', 'GO_2000347', 'GO_0015203', 'GO_1904620', 'GO_0009047', 'GO_0036087', 'GO_0140366', 'GO_0003367', 'GO_0071672', 'GO_0062013']"
GSM7829435,"['GO_0047147', 'GO_2000347', 'GO_0015203', 'GO_1904620', 'GO_0009047', 'GO_0036087', 'GO_0140366', 'GO_0003367', 'GO_0071672', 'GO_0062013']"
GSM7829436,"['GO_0047147', 'GO_0036087', 'GO_0140366', 'GO_0009047', 'GO_0045642', 'GO_0102684', 'GO_1990213', 'GO_0032739', 'GO_0034809', 'GO_2000347']"
GSM7829437,"['GO_0047147', 'GO_0036087', 'GO_0140366', 'GO_0009047', 'GO_0045642', 'GO_0102684', 'GO_1990213', 'GO_0032739', 'GO_0034809', 'GO_2000347']"
GSM7829438,"['GO_0047147', 'GO_0036087', 'GO_0140366', 'GO_0009047', 'GO_0045642', 'GO_0102684', 'GO_1990213', 'GO_0032739', 'GO_0034809', 'GO_2000347']"
GSM7829439,"['GO_0047147', 'GO_0036087', 'GO_0140366', 'GO_0009047', 'GO_0045642', 'GO_0102684', 'GO_1990213', 'GO_0032739', 'GO_0034809', 'GO_2000347']"
GSM7829440,"['GO_0047147', 'GO_0140366', 'GO_0036087', 'GO_0009047', 'GO_0102684', 'GO_1990213', 'GO_0003367', 'GO_0032739', 'GO_0098610', 'GO_0071409']"
GSM7829441,"['GO_0047147', 'GO_0140366', 'GO_0036087', 'GO_0009047', 'GO_0102684', 'GO_1990213', 'GO_0003367', 'GO_0032739', 'GO_0098610', 'GO_0071409']"
GSM7829442,"['GO_0047147', 'GO_0140366', 'GO_0036087', 'GO_0009047', 'GO_0102684', 'GO_1990213', 'GO_0003367', 'GO_0032739', 'GO_0098610', 'GO_0071409']"
GSM7829443,"['GO_0047147', 'GO_0140366', 'GO_0036087', 'GO_0009047', 'GO_0102684', 'GO_1990213', 'GO_0003367', 'GO_0032739', 'GO_0098610', 'GO_0071409']"
GSM98717,"['GO_1990225', 'GO_0098541', 'GO_0032923', 'GO_0070336', 'GO_0000285', 'GO_0102007', 'GO_0033312', 'GO_0099192', 'GO_0045102', 'GO_0019320']"
GSM98718,"['GO_1990225', 'GO_0098541', 'GO_0032923', 'GO_0070336', 'GO_0033312', 'GO_0000285', 'GO_0102007', 'GO_0099192', 'GO_0019320', 'GO_0045102']"
GSM98719,"['GO_1990225', 'GO_0098541', 'GO_0032923', 'GO_0000285', 'GO_0070336', 'GO_0102007', 'GO_0033312', 'GO_0099192', 'GO_0045102', 'GO_0019320']"
GSM98720,"['GO_1990225', 'GO_0098541', 'GO_0032923', 'GO_0000285', 'GO_0070336', 'GO_0102007', 'GO_0033312', 'GO_0099192', 'GO_0019320', 'GO_0052748']"
GSM98721,"['GO_1990225', 'GO_0098541', 'GO_0032923', 'GO_0000285', 'GO_0070336', 'GO_0102007', 'GO_0033312', 'GO_0099192', 'GO_0045102', 'GO_0019320']"
GSM98722,"['GO_1990225', 'GO_0098541', 'GO_0032923', 'GO_0070336', 'GO_0000285', 'GO_0102007', 'GO_0033312', 'GO_0099192', 'GO_0045102', 'GO_0019320']"
GSM98723,"['GO_1990225', 'GO_0098541', 'GO_0032923', 'GO_0070336', 'GO_0033312', 'GO_0000285', 'GO_0102007', 'GO_0099192', 'GO_0019320', 'GO_0045102']"
GSM98724,"['GO_1990225', 'GO_0098541', 'GO_0032923', 'GO_0000285', 'GO_0070336', 'GO_0102007', 'GO_0033312', 'GO_0099192', 'GO_0045102', 'GO_0019320']"
GSM98725,"['GO_1990225', 'GO_0098541', 'GO_0032923', 'GO_0000285', 'GO_0070336', 'GO_0102007', 'GO_0033312', 'GO_0099192', 'GO_0019320', 'GO_0052748']"
GSM98726,"['GO_1990225', 'GO_0098541', 'GO_0032923', 'GO_0000285', 'GO_0070336', 'GO_0102007', 'GO_0033312', 'GO_0099192', 'GO_0045102', 'GO_0019320']"
GSM98727,"['GO_1990225', 'GO_0098541', 'GO_0032923', 'GO_0070336', 'GO_0000285', 'GO_0102007', 'GO_0033312', 'GO_0099192', 'GO_0045102', 'GO_0019320']"
GSM98728,"['GO_1990225', 'GO_0098541', 'GO_0032923', 'GO_0070336', 'GO_0033312', 'GO_0000285', 'GO_0102007', 'GO_0099192', 'GO_0019320', 'GO_0045102']"
GSM98729,"['GO_1990225', 'GO_0098541', 'GO_0032923', 'GO_0000285', 'GO_0070336', 'GO_0102007', 'GO_0033312', 'GO_0099192', 'GO_0045102', 'GO_0019320']"
GSM98730,"['GO_1990225', 'GO_0098541', 'GO_0032923', 'GO_0000285', 'GO_0070336', 'GO_0102007', 'GO_0033312', 'GO_0099192', 'GO_0019320', 'GO_0052748']"
GSM98731,"['GO_1990225', 'GO_0098541', 'GO_0032923', 'GO_0000285', 'GO_0070336', 'GO_0102007', 'GO_0033312', 'GO_0099192', 'GO_0045102', 'GO_0019320']"
GSM98732,"['GO_1990225', 'GO_0098541', 'GO_0032923', 'GO_0000285', 'GO_0070336', 'GO_0102007', 'GO_0033312', 'GO_0099192', 'GO_0019320', 'GO_0052748']"
GSM875069,"['GO_0030185', 'GO_0030679', 'GO_0000721', 'GO_0018532', 'GO_1904829', 'GO_0007374', 'GO_1901408', 'GO_0034343', 'GO_1902652', 'GO_0099543']"
GSM875070,"['GO_0018532', 'GO_0030185', 'GO_0000721', 'GO_1901408', 'GO_1904829', 'GO_0034343', 'GO_0007374', 'GO_1904833', 'GO_0030679', 'GO_0015714']"
GSM875071,"['GO_0030185', 'GO_0030679', 'GO_0000721', 'GO_0018532', 'GO_1904829', 'GO_0007374', 'GO_1901408', 'GO_0034343', 'GO_1902652', 'GO_0099543']"
GSM875072,"['GO_0030185', 'GO_0000721', 'GO_0018532', 'GO_1904829', 'GO_0030679', 'GO_0007374', 'GO_0099543', 'GO_0046904', 'GO_1901408', 'GO_0034343']"
